Constituency_Year,SDP,KOK,KESK,PS,VAS,VIHR,RKP,KD,Others,Other party,SKS (2007),SKP,LIB (2007),LIIKE,KaL,Pirate Pty,SEP (1999)
Espoo_2011,20021,56308,6025,20279,4950,16103,9330,3753,100,0,0,259,0,0,119,1299,0
Espoo_2015,16388,50288,12053,19785,4552,19251,14131,3812,90,0,0,279,0,0,449,2309,0
Espoo_2019,19966,47538,6098,17606,5337,27582,11830,4153,6354,0,0,273,0,0,156,1492,0
Espoo_2023,27106,59143,4375,20137,5843,17422,12123,5021,80,0,0,133,0,4596,16,222,0
Eura_1983,2303,910,1333,436,1116,0,0,179,7,0,0,0,0,0,0,0,0
Eura_1987,2199,927,1280,207,853,90,0,100,0,228,0,0,36,0,0,0,43
Eura_1991,1865,707,1604,107,921,154,0,125,0,27,0,0,15,0,0,0,23
Eura_1995,1807,682,1511,43,1065,85,0,191,30,13,21,0,12,0,15,0,13
Eura_1999,1451,723,1379,17,1143,89,0,285,27,0,0,12,0,0,11,0,0
Eura_2003,1964,470,1426,93,959,87,0,197,0,0,0,4,6,0,32,0,0
Eura_2007,2186,652,1348,158,524,99,0,89,0,0,2,11,0,0,13,0,0
Eura_2011,2280,757,1577,1117,848,142,0,176,0,0,0,3,0,0,7,0,0
Eura_2015,1770,662,1834,1187,681,148,11,167,0,0,0,2,0,0,18,19,0
Eura_2019,1938,606,1725,1320,666,284,1,163,27,0,0,3,0,0,0,12,0
Eura_2023,1747,714,1463,1537,490,92,13,184,0,0,0,0,0,56,0,4,0
Eurajoki_1983,1096,522,1051,398,318,0,0,100,9,0,0,0,0,0,0,0,0
Eurajoki_1987,1033,543,991,192,288,93,0,89,0,54,0,0,8,0,0,0,40
Eurajoki_1991,1028,380,1315,80,218,101,0,156,0,7,0,0,1,0,0,0,15
Eurajoki_1995,1083,720,1049,26,305,52,0,129,15,2,21,0,3,0,24,0,3
Eurajoki_1999,952,626,1017,2,278,73,0,174,40,0,0,3,0,0,4,0,0
Eurajoki_2003,994,323,1196,45,298,78,0,175,0,0,0,3,4,0,9,0,0
Eurajoki_2007,982,435,1216,105,235,73,0,56,0,0,0,7,0,0,3,0,0
Eurajoki_2011,863,357,1100,628,170,43,0,91,0,0,0,2,0,0,4,0,0
Eurajoki_2015,755,215,1422,690,132,37,6,61,0,0,0,0,0,0,4,7,0
Eurajoki_2019,1402,645,1670,1071,257,186,5,110,27,0,0,5,0,0,0,6,0
Eurajoki_2023,1275,914,1220,1190,226,94,18,181,0,0,0,0,0,71,0,2,0
Evijärvi_1983,210,250,1204,100,327,0,14,84,0,0,0,0,0,0,0,0,0
Evijärvi_1987,155,262,1181,91,183,12,7,77,0,133,0,0,2,0,0,0,21
Evijärvi_1991,157,162,1349,160,157,12,11,67,1,0,0,0,2,0,0,0,2
Evijärvi_1995,189,127,1232,118,167,26,17,71,1,1,14,0,0,0,4,0,5
Evijärvi_1999,115,107,1462,97,86,9,13,60,0,0,0,17,1,0,6,0,0
Evijärvi_2003,85,102,1419,75,61,12,10,64,0,0,0,7,0,0,4,0,0
Evijärvi_2007,92,119,1202,113,55,17,6,85,0,0,0,0,0,0,2,0,0
Evijärvi_2011,108,123,831,348,51,9,14,106,0,0,0,1,0,0,6,2,0
Evijärvi_2015,78,110,796,278,158,8,12,95,0,0,0,0,0,0,8,4,0
Evijärvi_2019,101,148,558,312,83,19,13,123,0,0,0,0,0,0,0,1,0
Evijärvi_2023,81,160,554,384,23,14,9,97,0,0,0,0,0,14,0,0,0
Finström_1983,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0
Finström_1987,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0
Finström_1991,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0
Finström_1995,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0
Finström_1999,0,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0
Finström_2003,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0
Finström_2007,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0
Finström_2011,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0
Finström_2015,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0
Finström_2019,0,0,0,0,0,0,0,0,1036,0,0,0,0,0,0,0,0
Finström_2023,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0
Forssa_1983,3911,2577,1788,746,2352,0,20,280,265,0,0,0,0,0,0,0,0
Forssa_1987,3581,2670,2113,318,2016,495,14,264,0,408,0,0,18,0,0,0,92
Forssa_1991,3332,2160,2726,166,1571,739,0,225,0,17,0,0,11,0,0,0,26
Forssa_1995,3800,2003,2135,46,1610,759,0,331,0,13,116,0,9,0,117,0,9
Forssa_1999,2860,1868,2185,12,1261,585,0,526,30,0,29,103,5,0,10,0,0
Forssa_2003,3218,1516,2344,34,1797,361,0,479,6,0,0,98,11,0,18,0,0
Forssa_2007,2508,1288,3236,86,1625,367,0,418,3,0,6,43,7,0,3,0,0
Forssa_2011,2225,1579,2579,1773,1079,312,0,381,1,0,0,23,0,0,3,48,0
Forssa_2015,2990,1850,1660,1370,924,287,0,328,0,0,0,17,0,0,66,61,0
Forssa_2019,3623,1555,1044,1678,734,445,9,352,107,0,0,0,0,0,0,60,0
Forssa_2023,2723,1719,999,2245,627,305,21,355,0,0,0,6,0,145,0,4,0
Haapajärvi_1983,1177,636,1863,707,421,0,0,72,0,24,0,0,0,0,0,0,0
Haapajärvi_1987,616,482,2543,386,343,135,0,35,0,84,0,0,14,0,0,0,31
Haapajärvi_1991,645,303,2686,172,285,181,0,52,0,30,0,0,35,0,0,0,0
Haapajärvi_1995,645,211,2789,67,269,97,0,31,49,0,14,0,22,0,109,0,0
Haapajärvi_1999,771,202,2483,89,189,97,0,69,0,0,15,57,4,0,39,0,10
Haapajärvi_2003,718,208,2240,37,324,109,5,205,1,0,0,17,4,0,35,0,0
Haapajärvi_2007,429,321,2228,143,189,92,0,190,0,0,1,6,0,0,28,0,0
Haapajärvi_2011,355,165,2046,712,176,68,4,102,0,0,0,4,0,0,12,8,0
Haapajärvi_2015,363,201,1940,641,148,103,10,65,0,0,0,4,0,0,14,3,0
Haapajärvi_2019,922,203,1301,737,136,152,4,97,57,0,0,2,0,0,0,7,0
Haapajärvi_2023,371,302,1252,1045,179,66,6,95,0,0,0,1,0,29,0,0,0
Haapavesi_1983,291,361,2390,535,914,0,0,72,0,2,0,0,0,0,0,0,0
Haapavesi_1987,248,425,2213,347,762,125,0,35,0,59,0,0,6,0,0,0,40
Haapavesi_1991,187,290,2620,106,601,188,0,88,0,29,0,0,63,0,0,0,0
Haapavesi_1995,310,239,2091,19,886,211,0,73,96,0,34,0,45,0,147,0,0
Haapavesi_1999,246,266,2211,269,513,185,0,73,0,0,15,53,5,0,58,0,6
Haapavesi_2003,289,167,2474,16,597,100,0,108,2,0,0,21,3,0,52,0,0
Haapavesi_2007,301,258,2226,139,390,111,0,78,0,0,0,5,0,0,43,0,0
Haapavesi_2011,235,165,1999,612,342,80,7,149,0,0,0,10,0,0,3,5,0
Haapavesi_2015,181,134,2196,535,263,122,7,44,0,0,0,11,0,0,7,5,0
Haapavesi_2019,197,200,1545,734,415,101,2,64,78,0,0,3,0,0,5,9,0
Haapavesi_2023,242,148,1531,994,232,55,4,63,0,0,0,3,0,27,0,0,0
Hailuoto_1983,63,49,265,79,109,0,0,2,0,0,0,0,0,0,0,0,0
Hailuoto_1987,48,44,265,31,109,37,0,2,0,5,0,0,4,0,0,0,7
Hailuoto_1991,46,40,278,9,91,35,0,4,0,0,0,0,24,0,0,0,0
Hailuoto_1995,87,80,222,7,83,38,0,6,5,0,8,0,14,0,0,0,0
Hailuoto_1999,50,69,229,1,103,27,0,6,0,0,2,7,6,0,1,0,0
Hailuoto_2003,67,74,239,2,115,39,0,26,1,0,0,5,0,0,4,0,0
Hailuoto_2007,69,86,228,7,149,31,0,13,0,0,1,3,0,0,4,0,0
Hailuoto_2011,65,75,218,101,103,23,1,15,0,0,0,3,0,0,4,0,0
Hailuoto_2015,64,75,291,98,61,22,7,3,0,0,0,3,0,0,2,3,0
Hailuoto_2019,65,76,203,108,75,36,1,10,20,0,0,0,0,0,1,0,0
Hailuoto_2023,83,98,160,153,36,38,2,7,0,0,0,1,0,2,0,0,0
Halikko -09_1983,1557,1198,1124,677,341,0,26,87,67,1,0,0,0,0,0,0,0
Halikko -09_1987,1522,1167,1227,724,248,88,35,64,0,76,0,0,19,0,0,0,23
Halikko -09_1991,1367,879,1456,745,211,211,23,78,8,14,0,0,4,0,0,0,5
Halikko -09_1995,1394,1216,987,47,263,233,36,77,17,6,385,0,5,0,137,0,0
Halikko -09_1999,1181,1467,1135,14,299,322,61,96,31,0,26,13,3,0,50,0,0
Halikko -09_2003,1192,1649,1193,9,257,399,56,171,0,0,11,5,5,0,21,0,0
Halikko -09_2007,1102,1561,1192,130,269,323,55,294,5,0,18,3,0,0,5,0,0
Halsua_1983,45,85,659,200,34,0,2,22,0,0,0,0,0,0,0,0,0
Halsua_1987,45,63,628,205,24,8,2,20,0,11,0,0,1,0,0,0,10
Halsua_1991,38,42,697,160,10,14,0,33,0,1,0,0,0,0,0,0,1
Halsua_1995,51,21,656,117,12,12,4,56,0,1,7,0,2,0,7,0,1
Halsua_1999,46,20,584,131,11,4,2,55,2,0,0,1,0,0,5,0,0
Halsua_2003,46,17,643,80,13,4,4,54,0,0,0,2,0,0,2,0,0
Halsua_2007,40,18,495,111,19,7,4,105,0,0,0,0,0,0,3,0,0
Halsua_2011,35,17,415,221,6,4,3,66,0,0,0,1,0,0,3,2,0
Halsua_2015,24,11,445,156,4,5,2,65,0,0,0,1,0,0,2,4,0
Halsua_2019,33,102,327,125,8,22,2,72,0,0,0,0,0,0,0,1,0
Halsua_2023,16,21,315,156,3,4,6,75,0,0,0,0,0,2,0,0,0
Hamina_1983,2754,2029,400,608,311,0,18,232,57,0,0,0,0,0,0,0,0
Hamina_1987,2804,1808,357,252,158,94,18,172,11,184,0,0,67,0,0,0,51
Hamina_1991,2530,1552,621,110,221,215,0,197,0,0,0,0,42,0,0,0,36
Hamina_1995,2390,1778,333,8,343,273,0,122,14,0,92,0,35,0,40,0,0
Hamina_1999,1948,1656,447,5,314,368,0,219,2,0,0,13,9,0,21,0,0
Hamina_2003,3886,2488,2863,45,734,489,0,539,0,0,0,28,11,0,16,0,0
Hamina_2007,2808,2979,2453,451,1309,417,0,441,5,0,0,12,0,0,41,0,0
Hamina_2011,2543,2216,1793,2702,684,446,0,593,0,0,0,0,0,0,21,19,0
Hamina_2015,2318,1887,2136,2513,258,835,34,558,1,0,0,6,0,0,59,40,0
Hamina_2019,2356,1985,1449,2664,584,857,0,579,168,0,0,3,0,0,4,20,0
Hamina_2023,2468,2216,933,3180,255,458,22,279,0,0,0,13,0,446,0,0,0
Hammarland_1999,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0
Hammarland_2003,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0
Hammarland_2007,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0
Hammarland_2015,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0
Hammarland_2019,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0
Hammarland_2023,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0
Hankasalmi_1983,689,446,1569,398,636,0,4,164,24,2,0,0,0,0,0,0,0
Hankasalmi_1987,588,491,1424,341,614,62,2,113,0,38,0,0,12,0,0,0,57
Hankasalmi_1991,429,263,1881,247,458,71,0,118,0,7,0,0,6,0,0,0,0
Hankasalmi_1995,573,209,1409,27,548,124,0,187,0,9,26,0,7,0,78,0,0
Hankasalmi_1999,456,216,1553,12,305,73,1,199,0,0,36,12,1,0,77,0,0
Hankasalmi_2003,497,173,1648,8,274,87,0,157,0,0,0,25,1,0,51,0,0
Hankasalmi_2007,391,201,1633,52,400,91,0,160,0,0,0,18,0,0,26,0,0
Hankasalmi_2011,418,273,1048,797,235,70,0,123,0,0,0,12,0,0,5,10,0
Hankasalmi_2015,375,152,1190,720,203,120,0,77,1,0,0,7,0,0,11,9,0
Hankasalmi_2019,422,168,888,654,236,121,0,115,41,0,0,3,0,0,0,6,0
Hankasalmi_2023,460,230,804,630,142,66,2,107,0,0,0,5,0,26,0,4,0
Hanko_1983,2822,566,131,305,736,0,2188,79,66,4,0,0,0,0,0,0,0
Hanko_1987,2058,579,96,176,529,171,2346,90,46,158,0,0,54,0,0,0,92
Hanko_1991,1535,467,292,82,509,257,2241,68,22,54,0,0,25,0,0,0,8
Hanko_1995,2186,359,127,6,571,399,1696,82,14,30,139,0,4,0,31,0,12
Hanko_1999,1519,356,159,3,481,178,2120,88,47,0,108,46,4,0,11,0,9
Hanko_2003,1883,380,234,21,494,164,1669,170,1,0,6,22,12,0,31,0,0
Hanko_2007,1429,503,572,113,455,243,1322,140,2,0,0,27,1,0,4,0,0
Hanko_2011,1482,665,149,636,314,191,1287,179,2,0,0,10,0,0,7,26,0
Hanko_2015,1282,422,235,645,237,217,1482,121,2,0,0,13,0,0,11,22,0
Hanko_2019,1332,286,90,529,365,255,1392,101,118,0,0,23,0,0,5,27,0
Hanko_2023,1277,483,68,746,186,152,1240,125,5,0,0,4,0,126,0,3,0
Harjavalta_1983,1933,1271,515,445,1256,0,0,127,10,0,0,0,0,0,0,0,0
Harjavalta_1987,1896,1285,463,197,962,220,0,108,0,191,0,0,35,0,0,0,53
Harjavalta_1991,1744,1005,768,156,824,294,0,119,0,6,0,0,15,0,0,0,19
Harjavalta_1995,2022,835,661,39,857,173,0,184,19,8,24,0,8,0,13,0,4
Harjavalta_1999,1570,865,665,8,1007,84,0,197,27,0,0,1,0,0,2,0,0
Harjavalta_2003,1586,595,762,37,941,89,0,178,0,0,0,2,10,0,22,0,0
Harjavalta_2007,1664,644,712,145,583,79,0,183,0,0,2,9,0,0,0,0,0
Harjavalta_2011,1072,622,391,838,787,90,0,138,0,0,0,1,0,0,7,0,0
Harjavalta_2015,1048,492,521,830,671,68,21,126,0,0,0,3,0,0,12,9,0
Harjavalta_2019,1117,471,464,748,654,164,4,169,7,0,0,3,0,0,0,5,0
Harjavalta_2023,1123,515,379,870,377,61,3,113,0,0,0,0,0,41,0,0,0
Hartola_1983,760,673,733,242,193,0,0,144,0,0,0,0,0,0,0,0,0
Hartola_1987,543,720,695,147,110,80,0,114,0,78,0,0,8,0,0,0,20
Hartola_1991,504,457,938,110,84,97,0,108,0,2,0,0,2,0,0,0,10
Hartola_1995,518,535,715,69,95,94,0,119,0,10,18,0,1,0,19,0,3
Hartola_1999,431,405,825,2,118,60,0,122,4,0,0,3,0,0,7,0,6
Hartola_2003,426,276,875,5,90,40,0,136,0,0,0,5,3,0,25,0,0
Hartola_2007,384,354,723,34,147,51,0,89,1,0,3,1,0,0,2,0,0
Hartola_2011,330,410,467,319,89,29,0,112,3,0,0,6,0,0,1,6,0
Hartola_2015,222,283,648,296,53,37,0,109,0,0,0,7,0,0,15,5,0
Hartola_2019,259,230,419,316,71,143,1,93,14,0,0,0,0,0,0,6,0
Hartola_2023,273,263,355,391,44,28,2,83,0,0,0,0,0,15,0,0,0
Hattula_1983,1786,1405,726,375,334,0,1,117,63,0,0,0,0,0,0,0,0
Hattula_1987,1599,1698,686,181,245,145,7,117,0,93,0,0,17,0,0,0,71
Hattula_1991,1400,1330,995,129,260,341,0,167,0,6,0,0,18,0,0,0,9
Hattula_1995,1726,1487,906,39,305,267,0,152,0,6,79,0,14,0,20,0,5
Hattula_1999,1338,1431,1001,8,270,300,0,266,8,0,32,18,8,0,3,0,0
Hattula_2003,1627,1411,868,21,281,259,0,276,3,0,0,20,16,0,14,0,0
Hattula_2007,1677,1326,946,140,199,278,0,304,0,0,1,18,7,0,3,0,0
Hattula_2011,1424,1376,618,1053,218,207,0,244,0,0,0,5,0,0,2,41,0
Hattula_2015,1131,1154,995,1053,251,260,0,264,0,0,0,5,0,0,7,30,0
Hattula_2019,1462,1102,514,1059,388,355,6,300,117,0,0,0,0,0,0,16,0
Hattula_2023,1179,1246,454,1412,245,247,11,274,0,0,0,1,0,203,0,1,0
Hauho -09_1983,759,848,594,167,174,0,2,49,38,0,0,0,0,0,0,0,0
Hauho -09_1987,717,809,646,96,142,51,2,55,0,28,0,0,8,0,0,0,56
Hauho -09_1991,612,636,749,65,119,112,0,45,0,4,0,0,0,0,0,0,1
Hauho -09_1995,672,773,637,15,150,76,0,37,0,1,16,0,1,0,3,0,5
Hauho -09_1999,503,863,521,6,107,88,0,84,0,0,6,10,1,0,2,0,0
Hauho -09_2003,554,831,537,3,99,90,0,80,2,0,0,13,1,0,2,0,0
Hauho -09_2007,551,804,491,33,69,74,0,107,3,0,0,9,1,0,1,0,0
Haukipudas -13_1983,1607,751,1592,830,2119,0,0,68,0,1,0,0,0,0,0,0,0
Haukipudas -13_1987,1397,909,1777,322,1712,303,0,52,0,369,0,0,39,0,0,0,68
Haukipudas -13_1991,1168,634,2278,153,1561,424,0,57,0,28,0,0,240,0,0,0,0
Haukipudas -13_1995,1415,501,2097,58,1749,457,0,73,206,0,361,0,165,0,46,0,0
Haukipudas -13_1999,1277,638,2221,30,1604,663,0,109,0,0,42,172,30,0,31,0,13
Haukipudas -13_2003,1400,588,2845,28,1657,569,13,533,2,0,0,73,15,0,45,0,0
Haukipudas -13_2007,1418,1026,2997,198,1746,534,0,196,0,0,5,12,0,0,32,0,0
Haukipudas -13_2011,1219,985,2471,1925,1613,388,11,187,0,0,0,12,0,0,3,20,0
Haukivuori -07_1983,618,261,684,215,26,0,0,103,0,0,0,0,0,0,0,0,0
Haukivuori -07_1987,458,234,698,222,18,24,0,67,0,6,0,0,18,0,0,0,12
Haukivuori -07_1991,315,134,737,79,20,115,0,77,1,2,0,0,1,0,0,0,6
Haukivuori -07_1995,397,125,641,97,26,37,0,82,0,5,10,0,2,0,6,0,3
Haukivuori -07_1999,301,103,667,14,20,44,0,69,6,0,0,1,0,0,1,0,5
Haukivuori -07_2003,302,87,764,3,15,19,0,54,0,0,0,0,0,0,2,0,0
Hausjärvi_1983,1564,1330,772,341,330,0,8,209,49,0,0,0,0,0,0,0,0
Hausjärvi_1987,1496,1324,832,158,185,84,3,198,0,129,0,0,18,0,0,0,24
Hausjärvi_1991,1300,1015,1089,101,184,181,0,220,0,14,0,0,6,0,0,0,15
Hausjärvi_1995,1553,952,877,35,284,229,0,323,0,11,90,0,3,0,31,0,6
Hausjärvi_1999,1171,824,790,9,243,162,0,740,12,0,24,17,4,0,8,0,0
Hausjärvi_2003,1378,739,923,32,207,166,0,567,3,0,0,50,10,0,20,0,0
Hausjärvi_2007,1090,798,1335,81,234,187,0,370,1,0,8,27,3,0,3,0,0
Hausjärvi_2011,979,799,866,948,335,191,0,334,1,0,0,9,0,0,5,26,0
Hausjärvi_2015,740,759,1010,1022,312,255,0,315,0,0,0,8,0,0,19,55,0
Hausjärvi_2019,845,747,557,1090,454,268,3,300,100,0,0,0,0,0,0,13,0
Hausjärvi_2023,875,828,433,1239,278,136,5,294,0,0,0,4,0,208,0,2,0
Heinola -97_1983,2772,2841,470,987,1646,0,0,386,0,0,0,0,0,0,0,0,0
Heinola -97_1987,2869,2990,369,485,1118,394,0,274,0,225,0,0,33,0,0,0,56
Heinola -97_1991,2505,2468,927,645,613,655,0,337,67,17,0,0,6,0,0,0,21
Heinola -97_1995,3142,2416,357,631,719,477,0,379,0,26,140,0,6,0,58,0,15
Heinola_1999,3002,3127,1350,71,957,1021,0,591,21,0,0,30,0,0,15,0,36
Heinola_2003,3642,2412,1428,90,968,1017,0,779,23,0,0,59,108,0,17,0,0
Heinola_2007,3056,2619,1969,210,910,653,0,711,2,0,11,192,5,0,21,0,0
Heinola_2011,3427,1927,1504,1934,638,370,0,792,25,0,0,180,0,0,4,30,0
Heinola_2015,2375,2342,1552,2108,388,363,0,1164,0,0,0,138,0,0,49,60,0
Heinola_2019,2989,1773,972,2313,559,612,25,743,362,0,0,0,0,0,0,32,0
Heinola_2023,3195,1976,776,2549,338,248,19,647,0,0,0,5,0,174,0,3,0
Heinolan mlk -97_1983,823,856,504,454,478,0,0,125,0,0,0,0,0,0,0,0,0
Heinolan mlk -97_1987,776,899,437,232,342,229,0,98,0,92,0,0,5,0,0,0,19
Heinolan mlk -97_1991,748,667,696,265,197,249,0,110,9,1,0,0,2,0,0,0,7
Heinolan mlk -97_1995,1090,682,482,208,242,133,0,127,0,8,51,0,7,0,18,0,4
Heinävesi_1983,994,506,1105,453,334,0,0,106,0,0,0,0,0,0,0,0,0
Heinävesi_1987,881,432,1116,353,219,57,0,94,0,75,0,0,12,0,0,0,26
Heinävesi_1991,673,289,1332,227,171,150,0,98,1,7,0,0,1,0,0,0,17
Heinävesi_1995,673,211,865,81,163,71,0,91,0,8,14,0,4,0,575,0,4
Heinävesi_1999,474,1199,636,38,88,33,0,101,5,0,0,4,0,0,4,0,7
Heinävesi_2003,674,194,1097,47,123,74,0,111,0,0,0,16,2,0,10,0,0
Heinävesi_2007,615,273,959,109,62,92,0,80,0,0,0,10,0,0,6,0,0
Heinävesi_2011,561,217,625,401,85,85,0,192,0,0,0,0,0,0,15,6,0
Heinävesi_2015,403,185,738,338,50,81,2,102,0,0,0,3,0,0,12,6,0
Heinävesi_2019,400,214,512,259,61,123,0,85,89,0,0,2,0,0,0,1,0
Heinävesi_2023,380,219,490,378,49,53,1,144,0,0,0,1,0,27,0,0,0
Helsinki_1983,82702,90913,15504,21301,39851,0,24289,7409,14892,568,0,0,0,0,0,0,0
Helsinki_1987,70846,90496,6112,8287,23270,26280,28604,8049,8381,10690,0,0,3760,0,0,0,4655
Helsinki_1991,57486,74782,16518,4932,22833,37997,27955,7748,7872,3012,0,0,983,0,0,0,2747
Helsinki_1995,78097,69328,10859,1358,26023,41373,28823,5490,529,2269,17376,0,675,0,3679,0,761
Helsinki_1999,68885,86448,18343,365,21982,51587,27227,8482,185,0,7250,1925,308,0,1693,0,980
Helsinki_2003,79031,78019,26435,17342,23081,59775,22926,11206,443,0,0,2052,2409,0,1284,0,0
Helsinki_2007,67122,94581,21703,9188,21366,63440,18894,7903,280,0,224,4495,1416,0,227,0,0
Helsinki_2011,60921,94957,15672,45266,36332,58032,20007,8262,203,0,0,1797,0,0,406,2974,0
Helsinki_2015,55874,93392,25947,40583,35435,67806,24645,6407,812,0,0,1485,0,0,1242,5119,0
Helsinki_2019,52393,84141,11015,47276,42899,90662,20348,7253,13596,0,0,604,0,0,203,5840,0
Helsinki_2023,81314,102592,6106,43872,45862,59479,19679,7372,23,0,0,710,0,8944,0,1274,0
Himanka -10_1983,255,173,1170,123,442,0,4,55,0,0,0,0,0,0,0,0,0
Himanka -10_1987,204,184,1121,108,274,8,9,51,0,164,0,0,4,0,0,0,12
Himanka -10_1991,177,120,1323,34,336,21,4,43,0,1,0,0,3,0,0,0,1
Himanka -10_1995,222,81,1162,43,368,28,7,67,0,9,13,0,1,0,21,0,3
Himanka -10_1999,169,73,1049,44,244,20,8,145,9,0,0,39,0,0,6,0,0
Himanka -10_2003,205,55,1148,96,201,15,5,137,0,0,0,48,2,0,3,0,0
Himanka -10_2007,193,82,1009,114,212,9,6,137,0,0,0,19,0,0,10,0,0
Hirvensalmi_1983,590,437,678,164,38,0,0,88,0,0,0,0,0,0,0,0,0
Hirvensalmi_1987,501,372,674,95,16,14,0,68,0,8,0,0,14,0,0,0,14
Hirvensalmi_1991,350,221,900,47,12,47,0,50,0,1,0,0,0,0,0,0,6
Hirvensalmi_1995,403,188,838,27,29,43,0,53,0,4,10,0,1,0,13,0,3
Hirvensalmi_1999,307,175,900,8,19,40,0,60,2,0,0,2,0,0,2,0,5
Hirvensalmi_2003,348,181,764,6,15,31,0,75,0,0,0,9,0,0,13,0,0
Hirvensalmi_2007,354,239,686,40,7,33,0,53,0,0,0,4,0,0,0,0,0
Hirvensalmi_2011,267,173,495,254,6,42,0,52,0,0,0,2,0,0,4,1,0
Hirvensalmi_2015,229,178,562,190,21,32,4,46,0,0,0,0,0,0,4,1,0
Hirvensalmi_2019,205,257,413,177,21,68,0,36,7,0,0,0,0,0,0,0,0
Hirvensalmi_2023,179,284,370,268,10,30,0,18,0,0,0,2,0,29,0,0,0
Hollola_1983,2545,3272,1080,1276,1128,0,14,445,155,0,0,0,0,0,0,0,0
Hollola_1987,2409,3864,1051,573,761,494,19,491,0,381,0,0,71,0,0,0,102
Hollola_1991,2103,3341,2122,401,798,855,0,464,0,28,0,0,18,0,0,0,46
Hollola_1995,2932,3341,1830,65,840,585,0,575,0,15,292,0,19,0,74,0,27
Hollola_1999,2419,3198,2109,14,828,473,0,795,96,0,33,51,12,0,8,0,0
Hollola_2003,2589,2462,2176,36,718,482,0,2109,29,0,0,55,17,0,31,0,0
Hollola_2007,2129,3501,2412,253,828,512,0,971,4,0,2,50,5,0,12,0,0
Hollola_2011,1898,2753,1955,3229,599,499,0,961,0,0,0,25,0,0,3,39,0
Hollola_2015,1758,2577,2698,3027,483,475,0,881,0,0,0,15,0,0,38,88,0
Hollola_2019,2511,2907,1713,3161,644,971,24,951,244,0,0,0,0,0,0,58,0
Hollola_2023,2447,3496,1381,3416,515,621,23,863,0,0,0,2,0,295,0,7,0
Honkajoki -21_1983,99,252,621,383,237,0,0,27,0,0,0,0,0,0,0,0,0
Honkajoki -21_1987,84,218,678,314,189,8,0,16,0,9,0,0,0,0,0,0,17
Honkajoki -21_1991,63,146,818,143,147,21,0,27,0,1,0,0,0,0,0,0,6
Honkajoki -21_1995,109,117,762,110,121,15,0,27,1,1,2,0,1,0,4,0,0
Honkajoki -21_1999,76,132,730,26,106,8,0,34,4,0,0,4,0,0,2,0,0
Honkajoki -21_2003,83,68,883,25,64,12,0,34,0,0,0,0,0,0,3,0,0
Honkajoki -21_2007,67,83,657,124,88,6,0,5,0,0,1,0,0,0,0,0,0
Honkajoki -21_2011,35,43,493,368,58,6,0,17,0,0,0,0,0,0,1,0,0
Honkajoki -21_2015,30,27,438,419,42,11,1,16,0,0,0,0,0,0,3,0,0
Honkajoki -21_2019,63,26,332,383,45,23,1,15,2,0,0,4,0,0,0,2,0
Huittinen_1983,1037,1253,1768,850,806,0,0,323,3,0,0,0,0,0,0,0,0
Huittinen_1987,902,1327,1648,776,573,82,0,129,0,127,0,0,33,0,0,0,46
Huittinen_1991,821,1374,1840,337,549,174,0,204,0,15,0,0,18,0,0,0,41
Huittinen_1995,948,853,1557,205,552,95,0,226,266,7,40,0,696,0,18,0,11
Huittinen_1999,700,1258,1844,61,567,76,0,342,39,0,0,11,0,0,6,0,0
Huittinen_2003,736,1027,2055,224,502,73,0,201,0,0,0,5,2,0,11,0,0
Huittinen_2007,644,1915,1193,228,406,82,0,149,0,0,1,3,0,0,4,0,0
Huittinen_2011,791,1032,1371,1690,411,191,0,176,0,0,0,5,0,0,14,0,0
Huittinen_2015,636,838,1838,1661,322,115,8,165,0,0,0,4,0,0,14,13,0
Huittinen_2019,742,497,2180,1584,337,186,3,139,9,0,0,2,0,0,0,11,0
Huittinen_2023,744,676,1349,2012,253,82,9,160,0,0,0,0,0,91,0,0,0
Humppila_1983,459,267,586,152,341,0,0,28,19,0,0,0,0,0,0,0,0
Humppila_1987,349,280,608,93,318,29,0,14,0,23,0,0,2,0,0,0,4
Humppila_1991,370,210,664,40,191,116,0,18,0,1,0,0,4,0,0,0,2
Humppila_1995,373,223,614,23,203,136,0,33,0,1,11,0,0,0,11,0,0
Humppila_1999,288,206,638,5,167,50,0,53,1,0,5,13,2,0,1,0,0
Humppila_2003,402,160,604,6,191,34,0,51,0,0,0,11,2,0,7,0,0
