'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0074';'Linda';'Brandt-Ahde';'lastensuojelun sosiaalityöntekijä, kauppatieteiden maisteri';'Kaakkois-Suomen vaalipiiri';'KOK';'4.6.2023';'';'Linda Brandt-Ahteen tukiyhdistys ry';'27718,32';'4716,99';'1796,03';'3355,53';'1982,91';'0';'10954,44';'1536,49';'793,60';'1865,43';'0';'716,90';'34341,92';'1182,92';'0';'18119';'';'';'6780';'';'';'10';'X';'Puolueelta 10e, on keräystuotto,';'6750';'';'Lappeenrannan Kokoomus ry:n (Y-tunnus 3025207-3) tuki sisältää välitettyä tukea yhteensä 2750 euroa, jossa tuen antaja on Kansallisseurojen Tuki ry (Y-tunnus 1774088-1),';'1500';'';'';'3540';''
'0077';'Antti';'Häkkänen';'kansanedustaja, lakimies';'Kaakkois-Suomen vaalipiiri';'KOK';'4.6.2023';'';'';'117995,00';'42199,00';'';'6956,00';'11656,00';'';'21321,00';'9021,00';'13622,00';'4842,00';'';'8378,00';'144691,00';'';'';'74766,00';'';'';'40936,00';'';'';'1495';'';'';'1500,00';'';'';'25994,00';'';'';'';''
'0078';'Ville';'Kaunisto';'kansanedustaja';'Kaakkois-Suomen vaalipiiri';'KOK';'17.5.2023';'';'';'50957,72';'11839,69';'';'7297,40';'1391,40';'';'16392,91';'10199,96';'';'2605,37';'';'1230,99';'50957,72';'5841,73';'';'15038,99';'X';'';'18437,00';'';'';'';'X';'';'1500,00';'';'';'10140,00';'';'';'';''
'0079';'Jukka';'Kopra';'kansanedustaja, diplomi-insinööri';'Kaakkois-Suomen vaalipiiri';'KOK';'4.6.2023';'';'';'81066,99';'29778,67';'3142,77';'5294,78';'9747,88';'';'21368,63';'1955,79';'2753,49';'4776,98';'';'2248';'81668';'29603';'0';'13290';'X';'';'25425';'';'';'0';'X';'';'6750';'';'';'6600';'';'';'0';''
'0086';'Oskari';'Valtola';'kansanedustaja';'Kaakkois-Suomen vaalipiiri';'KOK';'23.5.2023';'';'Pro Etelä-Savo ry';'33844,82';'8668,79';'2238,20';'0,00';'2148,57';'0,00';'5691,06';'8562,82';'3075,20';'646,90';'2450,14';'363,14';'35127,06';'16007,46';'0,00';'4894,60';'X';'';'8200,00';'X';'';'0,00';'X';'';'4525,00';'';'';'1500,00';'';'';'0,00';''
'0092';'Vesa';'Kallio';'toiminnanjohtaja, maa- ja metsätaloustieteiden maisteri';'Kaakkois-Suomen vaalipiiri';'KESK';'23.5.2023';'';'';'41377,70';'21862,20';'';'';'973,99';'';'3808,30';'9746,46';'2194,64';'2042,14';'';'750,00';'42332,87';'28302,87';'';'8430,00';'';'';'1000,00';'X';'';'';'X';'';'1100,00';'X';'';'3500,00';'';'';'';''
'0094';'Hanna';'Kosonen';'kansanedustaja, filosofian maisteri';'Kaakkois-Suomen vaalipiiri';'KESK';'5.6.2023';'';'';'29081,53';'11048,67';'';'';'';'';'3914,68';'6183,80';'';'1828,80';'1386';'4719,58';'29081,53';'3154,73';'';'8795';'X';'';'3395';'X';'';'';'X';'';'5145';'';'';'8591,8';'';'';'';''
'0100';'Ari';'Torniainen';'kansanedustaja, rakennusinsinööri';'Kaakkois-Suomen vaalipiiri';'KESK';'4.6.2023';'';'';'30720,25';'14269,46';'0';'0';'722,01';'0';'10725,10';'4203,68';'0';'0';'0';'800';'30720,25';'21100';'0';'4270,25';'X';'';'1000';'X';'';'0';'X';'';'1150';'X';'';'3200';'';'';'0';''
'0106';'Suna';'Kymäläinen';'kansanedustaja';'Kaakkois-Suomen vaalipiiri';'SDP';'4.6.2023';'';'';'42137,48';'13411,47';'4423,40';'';'500,00';'';'4926,75';'4155,17';'';'5170,13';'';'9550,56';'42137,48';'1059,98';'';'';'X';'';'4900,00';'';'';'4877,50';'';'';'8000,00';'';'';'23300,00';'';'';'';''
'0107';'Niina';'Malm';'kansanedustaja';'Kaakkois-Suomen vaalipiiri';'SDP';'4.6.2023';'';'';'30121,14';'19291,10';'0';'0';'0';'0';'3862,20';'517,46';'0';'440,16';'0';'6010,22';'30160,00';'1010';'0';'350';'';'';'0';'';'';'400,00';'';'';'6000';'';'';'22400,00';'';'';'0';''
'0108';'Anna-Kristiina';'Mikkonen';'toiminnanjohtaja, yhteiskuntatieteiden maisteri';'Kaakkois-Suomen vaalipiiri';'SDP';'26.5.2023';'';'Tee muutos ry';'28872,31';'10753,90';'0';'5595,50';'0';'0';'4180';'2264,21';'665,29';'2259,55';'0';'3153,86';'28872,31';'6382,31';'0';'390';'X';'';'250';'X';'';'0';'X';'';'8500';'';'';'13350';'';'Metallin sd. ay-jaosto on nykyisin virallisesti Teollisuusdemarien Opintoyhdistys r.y. ja sen rekisterinumero 3038199-1 ja tältä yhdistykseltä on tullut kaksi eri suoritusta (eri pankkitileiltä eri aikaan). Nyt tuo yhteensä 3000 € tuki on kirjattu yhtenä 3 000 euron avustuksena tähän kohtaan.';'0';'Vaalitilillä ennen kampanjan alkua ollut 60,86 € on nyt tässä laskelmassa huomioitu ehdokkaan omana rahoituksena.'
'0110';'Sirpa';'Paatero';'kansanedustaja, ministeri';'Kaakkois-Suomen vaalipiiri';'SDP';'12.5.2023';'';'Elinvoimainen Kaakkois-Suomi';'29240,00';'8947,00';'4116,00';'3100,00';'';'';'9184,00';'1728,00';'';'1938,00';'';'227,00';'29240,00';'5007,00';'';'150,00';'X';'';'300';'X';'';'533,00';'X';'';'3600,00';'';'';'19650,00';'';'';'';''
'0116';'Paula';'Werning';'kansanedustaja, sairaanhoitaja';'Kaakkois-Suomen vaalipiiri';'SDP';'26.5.2023';'';'Paula Werningin tukiryhmä ry';'41043,64';'8934,74';'0';'0';'0';'';'';'883,92';'0';'5096,87';'0';'26128,14';'41043,64';'0';'0';'400';'X';'';'4217,81';'X';'';'400';'X';'';'27996,06';'';'';'8029,77';'';'';'';''
'0002';'Markku';'Eestilä';'kansanedustaja, eläinlääkäri';'Savo-Karjalan vaalipiiri';'KOK';'24.5.2023';'';'Savo-Karjalan puolesta ry';'79120,96';'50811,67';'3100,00';'3800,00';'0';'753,00';'5409,63';'4823,00';'7700,87';'1322,79';'0';'1400,00';'79120,96';'33391,96';'0';'14210,00';'X';'';'16409,00';'X';'';'0';'X';'';'0';'X';'';'15110,00';'';'';'0';''
'0004';'Timo';'Elo';'toimitusjohtaja, varakansanedustaja';'Savo-Karjalan vaalipiiri';'KOK';'5.6.2023';'';'Elon merkit ry';'49999,40';'16126,01';'1178,00';'6820,41';'2759,72';'';'6110,72';'14818,00';'';'945,46';'';'1241,08';'49999,40';'';'';'9238,90';'';'';'25388,00';'X';'';'2595,00';'';'a) sis, maksettuja keräystuottoja sekä provisioita seminaarimyynnistä ';'7327,50';'';'Sisältää seminaarimyynnin provisiot + ehdokkaiden yhteisilmoitukset sanomalehti Karjalaisessa ja Karjalan Heilissä';'5450,00';'';'';'';''
'0007';'Marko';'Kilpi';'kansanedustaja, poliisi';'Savo-Karjalan vaalipiiri';'KOK';'4.6.2023';'';'Kilpirintama ';'26488,53';'10164,86';'646';'';'600';'';'11501,77';'';'';'';'';'3575,90';'28988,53';'2690,03';'';'2000,00';'X';'';'16081,00';'X';'';'';'';'';'2417,50';'';'Savo-Karjalan kokoomus ry:n maksama provisio seminaarin lipunmyynnistä, ';'5800,00';'';'';'';''
'0012';'Karoliina';'Partanen';'asianajaja, varatuomari';'Savo-Karjalan vaalipiiri';'KOK';'2.6.2023';'';'Sinun asiasi ajaja ry';'77627,30';'21982,36';'0';'4941,4';'2007,93';'991,90';'16962,04';'6023,32';'3108';'3225,21';'';'18385,14';'77630,03';'39051,03';'';'3200';'X';'';'28829';'';'';'600';'';'';'';'';'';'5950';'';'';'';''
'0017';'Tanja';'Airaksinen';'erityisopettaja';'Savo-Karjalan vaalipiiri';'SDP';'6.6.2023';'';'';'16642,9';'4351,32';'0';'0';'1905,2';'1251,16';'3779,46';'3763,09';'0';'747';'0';'845,67';'16642,9';'14887,89';'0';'105,01';'X';'';'0';'X';'';'0';'X';'';'1650';'';'';'0';'X';'';'0';''
'0019';'Seppo';'Eskelinen';'kansanedustaja';'Savo-Karjalan vaalipiiri';'SDP';'5.6.2023';'';'Seppo Eskelisen tukiyhdistys ry';'42232,20';'12754,36';'998,44';'0,00';'1914,12';'2220,01';'4583,54';'10815,27';'2605,00';'3383,02';'500,00';'2458,44';'42232,20';'2040,00';'';'2190,00';'X';'';'10950,00';'';'';'';'X';'';'4800,00';'';'';'22252,20';'';'';'';''
'0030';'Timo';'Suhonen';'järjestämistoimitsija, varakansanedustaja';'Savo-Karjalan vaalipiiri';'SDP';'10.5.2023';'';'Pohjois-Savon etujen puolesta ry';'36482';'10884,51';'900';'1900';'';'3266,74';'4801,28';'10523,93';'1500';'2500';'';'205,54';'38982';'4001';'0';'1281';'X';'';'500';'X';'';'0';'X';'';'4000';'';'';'29200';'';'';'0';''
'0031';'Tuula';'Väätäinen';'kansanedustaja, sairaanhoitaja';'Savo-Karjalan vaalipiiri';'SDP';'14.5.2023';'';'';'15803,30';'4685,97';'1426';'0';'213,20';'0';'2178,83';'1775,90';'0';'5298,04';'0';'225,36';'15803,30';'8868,30';'0';'35';'X';'';'2500';'';'';'400';'X';'';'1000';'X';'';'3000';'';'';'0';''
'0032';'Sanna';'Antikainen';'sairaanhoitaja, kansanedustaja';'Savo-Karjalan vaalipiiri';'PS';'6.6.2023';'';'';'24601,87';'5044,55';'124';'7763,34';'2500';'1382,52';'1000';'1069,70';'5717,76';'0';'0';'0';'24601,87';'17102,87';'4999';'50';'X';'';'250';'X';'';'0';'X';'';'2200';'';'';'0';'X';'';'0';''
'0041';'Minna';'Reijonen';'kansanedustaja, farmaseutti';'Savo-Karjalan vaalipiiri';'PS';'4.6.2023';'';'Minna Reijosen tukiyhdistys';'32852,59';'13692,33';'2400,00';'8060,00';'266,59';'0,00';'2418,00';'3871,68';'0,00';'1779,99';'0,00';'364,00';'32852,59';'19255,71';'9000,00';'185,00';'X';'';'20,00';'X';'';'0,00';'X';'';'4391,88';'';'';'0,00';'';'';'0,00';''
'0043';'Timo';'Vornanen';'kansanedustaja';'Savo-Karjalan vaalipiiri';'PS';'28.5.2023';'';'Timo Vornasen EK-vaalin tukiyhdistys';'22368,83';'10978,17';'4092';'';'320,99';'';'';'2986,94';'';'1561,56';'';'2429,17';'22368,83';'2963,03';'11280,96';'2474,84';'X';'';'2450';'X';'';'';'X';'';'2200';'';'';'1000';'X';'';'';''
'0044';'Harri';'Väänänen';'maatalousyrittäjä';'Savo-Karjalan vaalipiiri';'PS';'6.6.2023';'';'';'18336,42';'5000';'1800';'';'1200';'';'3000';'1000';'';'6336,42';'';'';'18336,42';'10000';'';'4956,42';'X';'';'';'X';'';'2200';'';'';'';'X';'';'1180';'X';'';'';''
'0074';'Sari';'Essayah';'kansanedustaja, KTM';'Savo-Karjalan vaalipiiri';'KD';'4.6.2023';'';'';'43175,31';'12189,69';'2049,72';'11288,79';'9218,67';'1120,00';'5232,06';'912,58';'817,74';'306,06';'';'40,00';'43175,31';'19845,31';'';'5500,00';'';'';'4200,00';'';'';'500,00';'X';'';'30,00';'X';'';'13100,00';'';'';'';''
'0086';'Ahti-Pekka';'Vornanen';'maatalousyrittäjä';'Savo-Karjalan vaalipiiri';'KD';'1.6.2023';'';'';'11151,78';'4367,43';'1296,00';'';'210,90';'';'';'2819,90';'439,30';'465,50';'';'1552,75';'11151,78';'835,28';'';'3766,50';'';'';'4450,00';'X';'';'1200,00';'';'';'';'';'';'900,00';'';'';'';''
'0096';'Maija';'Kuivalainen';'ympäristöpolitiikan opiskelija, yrittäjä';'Savo-Karjalan vaalipiiri';'VAS';'4.6.2023';'';'Maija Kuivalaisen tukiryhmä';'12834,44';'603,10';'0';'0';'2900';'1151,96';'2294,65';'4597,38';'260,4';'714,77';'0';'312,18';'12836,05';'970';'0';'6017,05';'';'';'0';'X';'';'0';'X';'';'850';'X';'';'4999';'';'';'0';''
'0101';'Laura';'Meriluoto';'yhteiskuntatieteiden maisteri, sosiaalialan järjestöasiantuntija';'Savo-Karjalan vaalipiiri';'VAS';'1.6.2023';'';'Laura Meriluodon tukiyhdistys (rekisteröimätön)';'21998,01';'16059,02';'1010';'';'1539,24';'40';'1444,92';'1376,40';'';'528,43';'';'';'21998,01';'5515,01';'0';'6665';'';'';'4019';'';'';'0';'X';'';'400';'X';'';'5399';'';'';'0';''
'0108';'Hannu';'Hoskonen';'kansanedustaja, metsätalousinsinööri';'Savo-Karjalan vaalipiiri';'KESK';'4.6.2023';'';'';'88036,85';'38186,17';'6200,00';'10199,00';'0';'0';'0';'27662,65';'1636,80';'2085,00';'0';'2067,23';'88036,85';'42430,85';'0';'11330,00';'';'';'29476,00';'';'';'0';'';'';'2000,00';'';'';'2800,00';'X';'';'0';'Kota C, muut kulut: Yhteensä 2067,23 euroa. Summa koostuu 2000,00 euron ehdokasmaksusta Pohjois-Karjalan keskustapiirille ja 67,23 euron pankin palvelumaksuista. Kampanjan aikana ajoin 10000 km omalla autolla, josta aiheutui noin 2000 euron polttoainekustannukset. '
'0109';'Hanna';'Huttunen';'kansanedustaja, metsätalousinsinööri';'Savo-Karjalan vaalipiiri';'KESK';'2.6.2023';'';'Maakuntien Parhaaksi ry.';'69369,40';'21581,61';'1812,20';'8804';'2579,20';'';'';'15522,32';'8481,46';'2089';'';'8499,61';'69396,52';'37197,52';'';'8400';'';'';'13799';'';'';'';'';'';'6000';'';'Keskustan Outokummun paikallisyhdistys on maksanut Keskustan Pohjois-Karjalan piirille ehdokasmaksun 2000 e eduskuntavaaliehdokkuudestani';'4000';'';'';'';''
'0116';'Riikka';'Pirkkalainen';'puoluesihteeri, FM';'Savo-Karjalan vaalipiiri';'KESK';'4.6.2023';'';'Sitkeät tekijät ry.';'57056';'27967,55';'2232';'2604';'523,67';'1240';'5918,52';'7398,84';'2045';'2000';'2000';'3126,42';'57056';'14140';'';'10126,00';'';'';'4890,00';'X';'';'';'';'';'6500';'';'';'21400';'';'';'';''
'0120';'Markku';'Siponen';'kansanedustaja, liikunnan ja terveystiedon lehtori, maatalousyrittäjä';'Savo-Karjalan vaalipiiri';'KESK';'2.6.2023';'';'Juuret maassa ry';'39961,78';'14316,43';'3900';'0';'2798,71';'0';'8010,92';'2644,99';'160';'1518,09';'1475,02';'5137,62';'39969';'1400';'0';'20969';'X';'';'10900';'';'';'0';'X';'';'6000';'';'';'700';'X';'';'0';''
'0145';'Kaisa';'Kantele';'sosiaalityöntekijä, YTM';'Savo-Karjalan vaalipiiri';'VIHR';'4.6.2023';'';'';'9801,64';'415,37';'';'';'446,37';'';'5569,36';'1202,80';'1084,40';'583,34';'';'500';'9801,64';'7170,17';'';'2571,47';'X';'';'';'X';'';'';'X';'';'60';'X';'';'';'X';'';'';'Aineettomia lahjoituksia saatu kampanjan tilaisuuksien tarjoiluihin yms. n 300e arvosta'
'0150';'Krista';'Mikkonen';'sisäministeri, FM';'Savo-Karjalan vaalipiiri';'VIHR';'5.6.2023';'';'';'31612';'5333';'';'';'3694';'';'12313';'4495';'1550';'562';'';'3665';'31612';'29937';'';'1675';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'Muut kulut -kohdan suurin yksittäinen kuluerä on vaalilehden jakelu (2113e)'
'0047';'Anna-Maja';'Henriksson';'justitieminister, riksdagsledamot, oikeusministeri, kansanedustaja';'Vaasan vaalipiiri';'RKP';'28.5.2023';'';'Fram för Österbotten r.f.';'64676,99 ';'15250,32';'';'';'556,99';'';'8150,72';'35828,28';'3639,28';'1104,10';'';'146,62';'64676,99 ';'100,00';'';'';'';'';'';'';'';'48086,99';'';'';'3000,00';'';'';'13490,00';'';'';'';''
'0049';'Christoffer';'Ingo';'lantbrukspolitiskt sakkunnig, kommunfullmäktigeordförande, maatalouspoliittinen asiantuntija, kunnanvaltuuston puheenjohtaja';'Vaasan vaalipiiri';'RKP';'4.6.2023';'';'Christoffer Ingos kampanjgrupp';'49516,64 ';'16741,65';'';'';'2480';'1802,6';'400';'22183,67';'510,40';'4216,37';'';'1181,95';'49732,80 ';'';'';'2110';'X';'';'14340';'X';'';'7480';'';'';'3720';'';'';'22082,80 ';'';'';'';''
'0053';'Anders';'Norrback';'landsbygdsföretagare, riksdagsledamot, maaseutuyrittäjä, kansanedustaja';'Vaasan vaalipiiri';'RKP';'5.6.2023';'';'Ett framgångsrikt Österbotten rf';'68080,72';'14388,55';'502,20';'';'2410,75';'';'3097,12';'30561,69';'4668,36';'6928,74';'3215,16';'2308,15';'68274,91';'7362,09';'';'9018,41';'X';'';'16779,41';'X';'';'6000,00';'';'';'2150,00';'';'';'26965,00';'';'';'';''
'0054';'Mikko';'Ollikainen';'riksdagsledamot, kansanedustaja';'Vaasan vaalipiiri';'RKP';'24.5.2023';'';'Enat Österbotten r.f.';'38142,82';'13873,31';'744,00';'415,20';'2734,45';'';'1930,60';'10708,48';'992';'4290,48';'';'2454,30';'42291,40';'1494,45';'';'8827,95';'X';'';'7769,00';'X';'';'';'X';'';'1800,00';'X';'';'22400,00';'';'';'';''
'0058';'Joakim';'Strand';'riksdagsledamot, stadsfullmäktigeordförande, kansanedustaja, kaupunginvaltuuston puheenjohtaja';'Vaasan vaalipiiri';'RKP';'28.4.2023';'';'';'56142,80';'10280,33';'1006,20';'3844,30';'6165,00';'3679,01';'15592,97';'7970,57';'1176,19';'5013,77';'';'1414,46';'56142,80';'2246,80';'';'14256,00';'X';'';'9720,00';'X';'';'12000,00';'';'';'6500,00';'';'';'11420,00';'';'';'';''
'0065';'Pasi';'Kivisaari';'kansanedustaja, rehtori';'Vaasan vaalipiiri';'KESK';'4.6.2023';'';'Pohjalaisten puolesta ry';'72533,41';'15502,87';'3287,65';'7037';'6096,96';'5075,16';'4176,37';'10096,90';'16244';'1114,80';'3701,70';'200';'72533,41';'3458,48';'0';'23949,93';'';'';'31725';'';'';'0';'X';'';'10900';'';'';'2500';'';'';'0';''
'0066';'Antti';'Kurvinen';'ministeri, lakimies';'Vaasan vaalipiiri';'KESK';'2.6.2023';'';'Lakeudelta eduskuntaan ry';'95745,58';'22624,34';'4688,86';'14920,12';'6359,06';'1240,00';'6984,04';'19865,55';'5020,80';'6964,75';'5044,64';'2033,42';'99434,88';'';'';'22496,90';'';'';'36998,00';'X';'';'';'X';'';'19190,98';'';'';'20749,00';'';'';'';''
'0069';'Mika';'Lintilä';'elinkeinoministeri, kansanedustaja';'Vaasan vaalipiiri';'KESK';'1.6.2023';'';'';'61708,87';'30544,10';'';'11774,49';'';'';'6943,99';'426,92';'6820';'5147,99';'';'51,38';'61708,87';'12198,66';'';'8000';'X';'';'11761,21';'X';'';'';'X';'';'4500';'';'';'25249,00';'';'';'';''
'0074';'Mikko';'Savola';'kansanedustaja, maatalousyrittäjä';'Vaasan vaalipiiri';'KESK';'29.5.2023';'';'Turvallinen kotiseutu ry';'73599,65';'29568,19';'1205';'9424';'1061,06';'2580,80';'3441,91';'8883,72';'2626,11';'5573,17';'4529,60';'4706,09';'73663,87';'10733';'';'16862';'';'Tuki koostuu yksityishenkilöjen suorasta tuesta sekä vaalituotteiden myynnistä.';'11400';'X';'';'';'X';'';'19243,87';'';'Lisäksi tukea Keskustan Mäyryn paikallisyhdistykseltä, Keskustan Soinin paikallisyhdistykseltä, Keskustan Töysän paikallisyhdistykseltä sekä Keskustan Rannan paikallisyhdistykseltä, Lisäksi tässä kohdassa huomioitu Turvallinen kotiseutu ry: tilin alkusaldo: 2133,87,';'15425';'';'';'';'Turvallinen kotiseutu ry:n kautta tilitetty Arto Pirttilahden kanssa järjestetyn yhteisen varainhankintaseminaarin nettotuotosta puolet Suomen Pirkanmaa ry:lle: 11401,40€.Muissa kuluissa vaaliauton vuokra ja vakuutusmaksut, polttoainekuluja, postituskuluja sekä pankin palvelumaksuja.'
'0078';'Janne';'Jukkola';'yrittäjä';'Vaasan vaalipiiri';'KOK';'2.6.2023';'';'Pohjanmaan Talousseura ry';'30783,6';'11091,88';'0';'0';'2641,2';'0';'2695,76';'8080,84';'505,1';'3048,82';'0';'2720';'30783,6';'1193,8';'0';'700';'';'';'22288';'';'';'0';'';'';'3351,80';'';'';'3250';'';'';'0';''
'0089';'Paula';'Risikko';'kansanedustaja, TtT';'Vaasan vaalipiiri';'KOK';'5.6.2023';'';'Pohjanmaan Terveys ja Hyvinvointi ry';'53083,02';'16225,30';'837';'';'5177,40';'1089,07';'10240,15';'7568,35';'';'6406,25';'415,50';'5124,00';'53083,02';'5284,02';'';'9089';'';'';'21870';'';'';'';'';'';'5000';'';'';'11840';'';'';'';'VTV:n sähköinen järjestelmä ei toiminut, joten tässä ilmoitus lomakkeella'
'0090';'Janne';'Sankelo';'kansanedustaja, KM';'Vaasan vaalipiiri';'KOK';'4.6.2023';'';'Eteenpäin Pohjanmaa - Janne Sankelon tukiryhmä';'71 257,02';'15 321,88';'';'12 065,30';'1 794,49';'';'4 798,32';'35 410,82';'';'1 626,05';'';'240,16';'71 257,02';'4 940,35';'';'2 580,00';'X';'';'45 880,00';'';'';'';'X';'';'4 080,00';'';'';'13 776,67';'';'';'';''
'0105';'Kati';'Nummensalo';'luokanopettaja, KM';'Vaasan vaalipiiri';'KD';'4.6.2023';'';'';'4297,70';'1042,56';'1300';'';'356,26';'';'';'913,88';'';'685';'';'';'4297,70';'';'';'430';'';'';'';'';'';'500';'X';'';'3367,70';'';'';'';'';'';'';''
'0108';'Peter';'Östman';'riksdagsledamot, kansanedustaja';'Vaasan vaalipiiri';'KD';'23.5.2023';'';'Mera Företagare rf';'49530';'18596';'1020';'';'272';'871';'8547';'13197';'1088';'3181';'';'2758';'49530';'1270';'';'1700';'X';'Olen saanut lahjoituksia 10 yksityishenkilöiltä';'31150';'';'Sebra Invest on Östmanin perheyritys jossa osakkaan ehdokkaan vaimo ja pojat.Lisäksi saatiin tuloja yhteensä 38 eri yrityksiltä jotka osallistuivat Mera Företagare rf järjestämään yrittäjäseminaariin ja maksoivat seminaarilippuja';'';'';'';'4170';'';'';'11240';'';'';'';''
'0110';'Kim';'Berg';'kansanedustaja, röntgenhoitaja, riksdagsledamot, röntgenskötare';'Vaasan vaalipiiri';'SDP';'28.5.2023';'';'Samat arvot tukiryhmä ry';'25201,48';'7993,87';'';'';'2234,10';'';'7110,02';'1882,20';'3100';'328,50';'';'2552,79';'25275';'350';'';'7725';'';'';'';'';'';'';'';'';'5000';'';'';'12200';'';'';'';''
'0113';'Tiina';'Isotalus';'HTM, kunta- ja aluejohtamisen asiantuntija';'Vaasan vaalipiiri';'SDP';'5.6.2023';'';'Pohjanmaan Noste ry';'27411';'15074';'0';'0';'200';'0';'2842';'4358';'624';'400';'1013';'2900';'27411';'10 000';'0';'6431';'X';'';'3260';'X';'';'0';'X';'';'4420';'X';'';'3300';'';'';'0';''
'0117';'Matias';'Mäkynen';'kansanedustaja, oikeusnotaari, rikdagsledamot, rättsnotarie';'Vaasan vaalipiiri';'SDP';'10.5.2023';'';'Pohjalaisten parhaaksi ry.';'49669,05';'14297,01';'998,20';'3695,49';'5802,06';'';'8920,88';'2539,48';'1339,20';'943,10';'885,00';'10248,63';'53470';'';'';'690';'X';'';'3300';'';'';'';'';'';'5150';'';'';'44330';'';'';'920';''
'0139';'Juha';'Mäenpää';'kansanedustaja, ammatillinen erityisopettaja';'Vaasan vaalipiiri';'PS';'23.5.2023';'';'Maakunnan Ääni ry';'18978,59';'7153,58';'558';'0';'1315,20';'0';'5868,90';'799,12';'0';'458';'0';'2825,79';'19385';'0';'0';'5885';'X';'';'9500';'X';'';'0';'X';'';'3000';'';'';'1000';'X';'';'0';''
'0140';'Jukka';'Mäkynen';'kansanedustaja, rakennusmies';'Vaasan vaalipiiri';'PS';'6.6.2023';'';'';'7383,07';'1563,00';'837,00';'';'147,31';'682,00';'471,20';'3147,20';'';'535,36';'';'';'7751,86';'311,86';'';'50,00';'';'';'7390,00';'X';'';'';'';'';'';'';'';'';'';'';'';''
'0141';'Mauri';'Peltokangas';'kansanedustaja';'Vaasan vaalipiiri';'PS';'5.6.2023';'';'Mauri Peltokankaan tukiyhdistys';'6898,78';'0';'1488';'0';'0';'0';'2926,4';'1335,42';'150';'0';'0';'998,96';'6898,78';'1647';'0';'2501,78';'X';'';'1500,00';'X';'';'0';'X';'';'750';'X';'';'500,00';'X';'';'0';''
'0142';'Anne';'Rintamäki';'vanhempi konstaapeli, yrittäjä';'Vaasan vaalipiiri';'PS';'24.5.2023';'';'';'14 999,5';'11 022,5';'';'';'300';'';'';'2400';'';'1277';'';'';'15 149,5';'1277';'';'1200';'X';'';'3150';'';'';'';'';'';'9522,50';'';'';'';'';'';'';''
'0143';'Pia';'Sillanpää';'kätilö, yrittäjä';'Vaasan vaalipiiri';'PS';'31.5.2023';'';'Sinivalkoinen valinta ry';'13997,44';'3071,98';'0';'0';'2430,40';'0';'3521,13';'1730,81';'0';'0';'0';'3243,12';'13997,44';'13097,44';'0';'150';'X';'';'0';'';'';'0';'';'';'750';'X';'';'0';'';'';'0';''
'0003';'Lotta';'Ahola';'Sosiaali- ja terveysalan opettaja, sairaanhoitaja (YAMK)';'Keski-Suomen vaalipiiri';'KOK';'18.5.2023';'';'Joku roti ry';'18408,04';'5458,95';'1345';'';'4426,20';'';'';'3209,99';'';'';'';'3967,90';'18408,04';'408,04';'';'';'X';'';'500';'X';'';'';'X';'';'16000';'';'';'1500';'';'';'';''
