'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0015';'Ville';'Väyrynen';'Kirurgi, osastonylilääkäri';'Keski-Suomen vaalipiiri';'KOK';'5.6.2023';'';'';'31900';'8400';'';'4500';'2000';'';'7000';'6500';'';'1850';'';'1650';'31900';'2000';'';'14900';'';'';'12500';'';'';'';'';'';'1000';'';'';'1500';'';'';'0';''
'0016';'Sinuhe';'Wallinheimo';'Kansanedustaja, LitM';'Keski-Suomen vaalipiiri';'KOK';'30.5.2023';'';'';'48439,15';'16033,15';'2290,00';'0';'1899,99';'7027,74';'6865,96';'2559,79';'4174,13';'3010,41';'0';'4577,98';'48439,15';'0';'0';'18052,15';'';'';'17037,00';'';'';'0';'X';'';'0';'X';'';'13350,00';'';'';'0';''
'0021';'Leena';'Kautto-Koukka';'Vastaava työvalmentaja';'Keski-Suomen vaalipiiri';'SDP';'5.6.2023';'';'Jyvässeudun palkansaajademarit ry/Leena 2023';'10510,99';'2351,96';'';'';'1326,18';'';'3634,48';'585,9';'';'2612,47';'';'';'11490';'90';'';'';'';'';'';'';'';'400';'X';'';'10000';'';'';'1000';'X';'';'';''
'0022';'Jani';'Kokko';'Väitöskirjatutkija';'Keski-Suomen vaalipiiri';'SDP';'3.5.2023';'';'';'36391,28';'10258,70';'0,00';'5456,00';'4065,11';'0,00';'5959,40';'5733,92';'1209,00';'3267,70';'0,00';'441,45';'37675,50';'5000,00';'0,00';'2373,00';'X';'';'5250,00';'';'';'50,00';'X';'';'7000,00';'';'';'18002,50';'';'';'0,00';''
'0025';'Riitta';'Mäkinen';'Kansanedustaja, YTM';'Keski-Suomen vaalipiiri';'SDP';'5.6.2023';'';'Järjellä ja Sydämellä!';'37354,38';'13600,71';'0';'0';'2150';'0';'11800,60';'3556,96';'1067,20';'571,40';'0';'4607,51';'37354,38';'5864,38';'0';'4990';'';'';'0';'X';'';'0';'X';'';'22000';'';'';'4500';'';'';'0';''
'0027';'Piritta';'Rantanen';'Kansanedustaja, sairaanhoitaja';'Keski-Suomen vaalipiiri';'SDP';'24.4.2023';'';'';'28430,57';'14805,34';'';'3348';'271';'';'1771,80';'3107,32';'297,60';'2627,89';'';'2201,62';'28430,57';'2860,57';'';'1930';'X';'';'500';'X';'';'400';'X';'';'11190';'';'';'11550';'';'';'';''
'0055';'Kaisa';'Garedew';'Lähihoitaja, tradenomiopiskelija';'Keski-Suomen vaalipiiri';'PS';'5.6.2023';'';'';'37258,96';'11435,76';'750';'10791,62';'5273';'2000,12';'1763,56';'2577,20';'0,0';'2150';'0,0';'517,70';'37258,96';'13718,96';'20000,0';'140,0';'X';'';'1500';'';'';'0,0';'';'';'1900';'';'';'0,0';'';'';'0,0';''
'0057';'Tomi';'Immonen';'Everstiluutnantti evp, yrittäjä';'Keski-Suomen vaalipiiri';'PS';'29.5.2023';'';'';'7404,37';'3536,42';'0';'';'556,28';'0';'1378,40';'1933,27';'0';'0';'0';'0';'7404,37';'5304,37';'0';'500';'X';'';'0';'X';'';'0';'X';'3033148-4';'1600';'';'';'0';'X';'';'0';''
'0062';'Janne';'Luoma-aho';'Ruiskumestari, pelastusalan päällystötutkinto (AMK)';'Keski-Suomen vaalipiiri';'PS';'4.6.2023';'';'';'19474,20';'7759,97';'0';'4693,90';'1215,20';'0';'3655,21';'100';'0';'1200';'0';'849,92';'19474,20';'1450,00';'10000';'2450,00';'X';'';'2850';'';'';'0';'';'';'0';'';'';'2724,20';'';'';'0';''
'0069';'Bella';'Forsgrén';'Kansanedustaja';'Keski-Suomen vaalipiiri';'VIHR';'4.6.2023';'';'';'22972,90';'4007,74';'';'3081,70';'3473,97';'';'7057,07';'745,22';'4207,20';'';'';'400';'22972,90';'14241,75';'';'2981,15';'X';'';'';'X';'';'';'X';'';'1000,00';'X';'';'4750,00';'';'';'';''
'0077';'Katri';'Savolainen';'PsT, psykologi';'Keski-Suomen vaalipiiri';'VIHR';'28.5.2023';'';'Katri Savolaisen tukiryhmä';'8879,89';'0';'0';'0';'5562,57';'0';'1878,6';'521,37';'317,35';'200';'0';'400';'8879,89';'1300';'0';'4682,59';'X';'';'1997,3';'X';'';'0';'';'';'400';'X';'';'500';'X';'';'0';''
'0135';'Petri';'Honkonen';'Tiede- ja kulttuuriministeri, aineenopettaja';'Keski-Suomen vaalipiiri';'KESK';'4.6.2023';'';'Pylköltä parlamenttiin ry.';'43834,84';'11188,87';'1835,61';'5065,4';'661,59';'2046,65';'7056,62';'3603,2';'0';'550';'4200';'7626,9';'44368,34';'4887,18';'0';'14979,66';'X';'';'10571,5';'X';'';'0';'X';'';'180';'X';'';'13750';'';'';'0';''
'0136';'Anne';'Kalmari';'Kansanedustaja, maa- ja metsätalousyrittäjä';'Keski-Suomen vaalipiiri';'KESK';'6.6.2023';'';'';'30168,26';'16046,67';'372';'2709,80';'320';'1534,09';'3231,18';'3218,36';'';'196,66';'';'2539,50';'30168,26';'10439,66';'';'5948,60';'X';'';'5490';'';'';'';'';'';'300';'';'';'7990';'';'';'';''
'0137';'Joonas';'Könttä';'Kansanedustaja, yhteiskuntatieteiden maisteri';'Keski-Suomen vaalipiiri';'KESK';'2.6.2023';'';'Tulevaisuuden puolesta ry';'72368,47';'10746,75';'2976,00';'11691,17';'1138,00';'5000,86';'24877,29';'8883,62';'848,00';'2460,83';'690,41';'3055,54';'72404,90';'2550,0';'0';'17750,90';'';'';'30660,00';'X';'';'0';'X';'';'860,00';'X';'';'20584,00';'';'';'0';''
'0003';'Pekka';'Aittakumpu';'kansanedustaja, pastori';'Oulun vaalipiiri';'KESK';'28.5.2023';'';'';'38766,89';'7851,28';'0';'0';'922,43';'2500';'1886,51';'10844,36';'0';'2195,75';'0';'12566,56';'42631,94';'0';'0';'33881,94';'X';'';'3250';'X';'';'0';'X';'';'1000';'X';'';'4500';'';'';'0';''
'0007';'Tuomas';'Kettunen';'kansanedustaja, agrologi (AMK)';'Oulun vaalipiiri';'KESK';'5.6.2023';'';'Nälkämaan näkemys ry';'29905,01';'9360,32';'300';'4836';'323,66';'0';'3080,16';'2327,18';'0';'1282';'0';'8395,69';'30095';'0';'0';'3615';'X';'';'10314,00';'X';'';'0';'X';'';'10916';'';'';'5250,00';'';'';'0';''
'0011';'Hanna-Leena';'Mattila';'kansanedustaja, lehtori';'Oulun vaalipiiri';'KESK';'5.6.2023';'';'';'45844,66';'8212,44';'2919,95';'0';'2308,88';'0';'13372,97';'7043,16';'740,28';'4155,62';'4091,36';'3000';'45920,00';'8200';'0';'16660';'X';'';'11610';'';'';'0';'X';'';'8950';'';'';'500';'X';'';'0';''
'0013';'Timo';'Mehtälä';'yrittäjä, agrologi';'Oulun vaalipiiri';'KESK';'5.6.2023';'';'';'69773,36';'15101,54';'2586,02';'';'5445,22';'';'21964,84';'4271,98';'2774';'1606,20';'7727,74';'8295,82';'70355,95';'11000';'';'36522,80';'X';'';'17404,00';'X';'';'';'X';'';'4429,15';'';'';'1000';'X';'';'';''
'0014';'Lauri';'Nikula';'vanhempi rikoskonstaapeli, nettipoliisi';'Oulun vaalipiiri';'KESK';'5.6.2023';'';'Tulevaisuuden Pohjoinen ry';'42005,89';'14786,09';'0';'0';'1124,70';'0';'505';'4235,58';'0';'7565,55';'0';'13788,97';'42005,89';'5172,79';'0';'26329,10';'X';'';'7004';'X';'';'0';'X';'';'3500';'';'';'0';'X';'';'0';''
'0016';'Olga';'Oinas-Panuma';'toimittaja, humanististen tieteiden kandidaatti';'Oulun vaalipiiri';'KESK';'28.5.2023';'';'Minä uskon Pohjois-Suomeen ry';'39348,64';'17931,54';'0';'1801,14';'0';'0';'7634,74';'7656,27';'0';'897,36';'167,08';'3260,51';'40970,12';'7289,12';'0';'10266';'';'';'14900';'';'';'0';'X';'';'8515';'';'';'0';'X';'';'0';''
'0023';'Miina-Anniina';'Heiskanen';'ekonomi, tanssinopettaja (AMK)';'Oulun vaalipiiri';'SDP';'5.6.2023';'';'Pohjois-Suomen puolesta ry';'17636,68';'2915,93';'';'8066,20';'488,86';'';'5201,20';'456,04';'';'508,45';'';'';'17636,68';'2017,95';'';'7568,73';'';'';'2500';'';'';'';'X';'';'1150';'X';'';'4400';'';'';'';''
'0024';'Pia';'Hiltunen';'luokanopettaja, kasvatustieteen maisteri';'Oulun vaalipiiri';'SDP';'28.4.2023';'';'';'4633,32';'0';'0';'0';'1707,64';'0';'1917,45';'302,68';'0';'0';'0';'705,55';'4633,32';'375,32';'0';'2958';'X';'';'0';'X';'';'400';'X';'';'400';'X';'';'500';'X';'';'0';''
'0037';'Tytti';'Tuppurainen';'kansanedustaja, ministeri';'Oulun vaalipiiri';'SDP';'20.4.2023';'';'Pohjoisen etu ry';'39594,55';'14562,20';'0';'4092,40';'6196,90';'0';'8482,63';'387,88';'1240';'2139,06';'0';'2493,48';'39594,55';'0';'0';'1319,55';'X';'';'3700';'X';'';'125';'X';'';'0';'X';'';'34450';'';'Kaikki yllä oleva rahoitus ja kulut tukiyhdistyksen kautta.';'0';''
'0077';'Jenni';'Pitko';'kansanedustaja, arkkitehti';'Oulun vaalipiiri';'VIHR';'15.5.2023';'';'';'25510,13';'3995,63';'';'3732,4';'4694,2';'';'8455,1';'1943,77';'970';'819,38';'549,65';'350';'25510,13';'12650,87';'';'6843,24';'X';'';'';'X';'';'';'X';'';'316,02';'X';'';'5700';'';'';'';'Stiftelsen för det tvåspråkiga Finland sr tuki 1000 euroa'
'0083';'Susa';'Vikeväkorva';'varhaiskasvatuksen opettaja';'Oulun vaalipiiri';'VIHR';'28.5.2023';'';'';'17312,13';'1431,73';'2838,75';'1860';'3981,89';'';'';'4787,72';'1300';'';'';'1112,04';'17312,13';'5646,31';'';'10805,82';'';'Paperisella lomakkeella lukee pelkkä "etunimi", joten kirjoitin lahjoittajan etunimen pelkästään, enkä etunimiä.';'300';'X';'';'';'X';'';'560';'X';'';'';'X';'';'';''
'0116';'Jessi';'Jokelainen';'filosofian maisteri, aineenopettaja';'Oulun vaalipiiri';'VAS';'31.5.2023';'';'Jessin Jengi Ry ';'15385,30';'2662,80';'';'8661,40';'130';'';'590,01';'512,90';'';'406,57';'';'2421,62';'15385,30';'5250';'';'3635,30';'';'';'';'X';'';'';'X';'';'2000';'X';'';'4500';'X';'';'';''
'0122';'Merja';'Kyllönen';'kansanedustaja, bioanalyytikko';'Oulun vaalipiiri';'VAS';'26.4.2023';'';'Merja tukiryhmä';'22869,86';'10935,05';'1949,88';'';'250';'';'560';'2000';'';'5084,54';'';'2090,39';'22869,86';'170,86';'';'';'X';'';'2500';'';'';'500';'X';'';'10000';'';'';'9699';'';'';'';'Kainuun Vasemmistolta saatu tuki on piirin ehdokkaiden yhteisilmoitusten ja yhteisen vaalityön tuki vaalikampanjaan, jonka ehdokaskohtaiseksi osuudeksi on arvioitu n. 10 000 euroa. Tuki ei ole ollut suoraa rahallista tukea ehdokkaan käyttöön.'
'0130';'Hanna';'Sarkkinen';'sosiaali- ja terveysministeri, kansanedustaja';'Oulun vaalipiiri';'VAS';'1.6.2023';'';'Hanna Sarkkisen tukiryhmä';'35489,11';'15924,61';'1374,48';'3100,10';'6914,74';'';'500';'645,01';'6125,6';'306,57';'';'598';'35489,11';'15490,11';'';'50';'X';'';'';'X';'';'';'X';'';'1600';'X';'';'18349';'';'';'';''
'0146';'Antti';'Kangas';'maatalousyrittäjä';'Oulun vaalipiiri';'PS';'28.5.2023';'';'Antti Kankaan tukiyhditys ry';'16795,68';'5142,75';'';'';'';'';'3165,82';'7313,61';'';'600';'';'573,5';'16866,9';'7826,70';'';'2540,20';'X';'';'5800';'';'';'';'';'';'';'';'';'700';'X';'';'';''
'0153';'Mikko';'Polvinen';'insinööri, (YAMK)';'Oulun vaalipiiri';'PS';'22.5.2023';'';'Kainuu nousuun ry';'10 985,55';'3 420,69';'';'';'';'310,00';'3 393,97';'1 065,44';'';'2 381,06';'';'414,39';'10 985,55';'3 173,52';'0,00';'3 252,03';'';'';'2 560,00';'X';'';'';'';'';'2 000,00';'X';'';'';'';'';'';''
'0154';'Merja';'Rasinkangas';'ylikonstaapeli, koulupoliisi';'Oulun vaalipiiri';'PS';'5.6.2023';'';'Merja Rasinkankaan vaalitukiryhmä';'10069';'344,60';'';'';'417,09';'';'1269,52';'3302,51';'';'800';'';'3935,28';'10069';'2246';'0';'314';'X';'';'4159';'X';'';'0';'';'';'3350';'';'Perussuomalaisten Pohjois-Pohjanmaan piiri ry / naisraha';'0';'X';'';'0';''
'0158';'Jenna';'Simula';'kansanedustaja, tradenomi';'Oulun vaalipiiri';'PS';'5.6.2023';'';'Jenna Simulan tukiyhdistys';'17167,18';'4401,51';'0';'0';'988,96';'0';'4286,23';'1951,22';'0';'1882,98';'0';'3656,28';'17450,53';'8589,31';'0';'3723,2';'X';'';'900';'X';'';'0';'X';'';'3338,02';'';'';'900';'X';'';'0';''
'0159';'Sebastian';'Tynkkynen';'kansanedustaja';'Oulun vaalipiiri';'PS';'20.5.2023';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0160';'Ville';'Vähämäki';'kansanedustaja, diplomi-insinööri';'Oulun vaalipiiri';'PS';'22.5.2023';'';'';'32204,43';'13311,11';'372';'3596';'1240';'700';'8303,14';'3210,15';'292,88';'679,15';'';'500';'32204,43';'32204,43';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0161';'Janne';'Heikkinen';'yhteiskuntatieteiden maisteri, kansanedustaja';'Oulun vaalipiiri';'KOK';'4.6.2023';'';'Vapaa pohjoinen ry';'80200,20';'6771,30';'0';'7564';'8090,56';'4138,47';'7742,59';'27172,30';'9542,46';'5624,25';'0';'3554,27';'82452,40';'3041,60';'0';'10507,80';'X';'';'60005,00';'';'';'0';'X';'';'0';'X';'';'8898,00';'';'';'0';''
'0164';'Juha';'Hänninen';'teologian maisteri, majuri evp';'Oulun vaalipiiri';'KOK';'31.5.2023';'';'Juha Hänninen tukiryhmä';'43098,07';'14872,26';'3000,80';'6014';'4836,92';'0';'12196,77';'2177,32';'0';'0';'0';'0';'48028,07';'10973,36';'0';'15309';'';'';'21295,71';'X';'';'50';'X';'';'0';'';'';'400';'X';'';'0';''
'0166';'Paavo';'Koho';'lääkäri';'Oulun vaalipiiri';'KOK';'4.6.2023';'';'Ääni Vapaudelle ry';'25559,19';'815,92';'';'';'13926,63';'';'5150,01';'1668,52';'';'597,17';'';'3400,94';'25559,19';'10056,93';'';'1803,26';'X';'';'4199';'';'';'';'X';'';'7500';'';'';'2000';'';'';'';''
'0176';'Mari-Leena';'Talvitie';'ympäristötekniikan diplomi-insinööri, kansanedustaja';'Oulun vaalipiiri';'KOK';'5.6.2023';'';'Tulevaisuutta rakentamassa ry. ';'36349,44';'4332,15';'0';'3822,63';'2304,27';'0';'5562,04';'10285,91';'1798';'1906,36';'2125,94';'4212,14';'36349,44';'8514,00';'0';'6535,44';'';'';'12300,00';'X';'';'0';'X';'';'0';'X';'';'9000,00';'';'';'125,00';''
'0023';'Mikkel';'Näkkäläjärvi';'HTM, aluepäällikkö';'Lapin vaalipiiri';'SDP';'19.5.2023';'';'Inhimillinen Eurooppa';'45182,57';'15264,14';'0';'4960,6';'3624,96';'0';'744';'6662,8';'2392,24';'4284,36';'';'7249,47';'45719,33';'2100';'0';'8941';'X';'';'6895';'X';'';'0';'X';'';'2000';'';'';'25783,33';'';'';'';''
'0024';'Johanna';'Ojala-Niemelä';'kansanedustaja, varatuomari';'Lapin vaalipiiri';'SDP';'20.5.2023';'';'';'32634,17';'5868,09';'';'3726,20';'200';'';'2609';'3563,80';'2436,60';'3647,65';'';'10582,83';'32634,17';'2582,66';'';'60';'X';'';'2500,00';'';'';'6647,50';'';'SDP:n järjestämään seminaariin yrityksille ja yhteisöille myymieni lippujen lipputuotot';'2000,00';'';'';'18844,01';'';'';'';''
'0052';'Kaisa';'Juuso';'kansanedustaja, kv. sairaanhoidon erityisasiantuntija';'Lapin vaalipiiri';'PS';'3.6.2023';'';'';'39774';'10094';'';'9317';'2894';'';'2502';'11587';'2900';'309';'';'171';'39774';'34415';'';'1259';'X';'';'500';'X';'';'0';'';'';'2900';'';'';'700';'X';'';'';''
'0059';'Matti';'Määttä';'kaivosmies';'Lapin vaalipiiri';'PS';'23.4.2023';'';'';'2300';'';'';'';'';'';'248';'800';'100';'';'';'1152';'2322';'0';'0';'722';'X';'';'1300';'X';'';'0';'X';'';'0';'X';'';'300';'X';'';'';''
'0062';'Sara';'Seppänen';'opettaja, väitöskirjatutkija';'Lapin vaalipiiri';'PS';'17.4.2023';'';'Team Sarastus Ry';'33872,20';'14464,23';'';'4836';'201,32';'';'2113,20';'6487,17';'1300';'1682,65';'';'2787,63';'36869,38';'1300';'';'18475,78';'';'';'15194';'';'';'';'';'';'1899,60';'';'';'';'';'';'';''
'0079';'Katri';'Kulmuni';'kansanedustaja, YTM';'Lapin vaalipiiri';'KESK';'3.6.2023';'';'Selkosen Keskitie ry. ';'58989,93';'8115,13';'';'6944,40';'1646,5';'8300,00';'1633,28';'12738,82';'4903,89';'6051,98';'243,50';'8412,43';'58989,93';'15425,43';'';'4056,40';'X';'';'14219,8';'X';'';'';'X';'';'12500';'';'';'12788,3';'';'';'';''
'0082';'Markus';'Lohi';'kansanedustaja, OTM';'Lapin vaalipiiri';'KESK';'2.6.2023';'';'';'67957,06';'19984,33';'';'3348,00';'2718,19';'';'2721,40';'4013,00';'9653,40';'7809,13';'4323,61';'13386,00';'68308,00';'';'';'10655,00';'X';'';'33738,00';'';'';'';'X';'';'2000,00';'';'';'21915,00';'X';'';'';''
'0085';'Mika';'Riipi';'maakuntajohtaja, HTM';'Lapin vaalipiiri';'KESK';'4.6.2023';'';'Mika Riipin tukiyhdistys ry';'15332,51';'5231,44';'';'2728';'725,85';'';'3338,4';'1069,3';'248';'702,3';'';'1289,22';'15332,51';'5745,51';'';'3290';'X';'';'6297';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0088';'Heikki';'Autto';'kansanedustaja, HTM';'Lapin vaalipiiri';'KOK';'5.6.2023';'';'Lapin ääni ry.';'63756,25';'19693,18';'0';'11471,33';'8222';'744';'830,13';'5540,08';'7154,80';'1380,74';'0';'8719,99';'65030,80';'2537,13';'0';'12769';'X';'';'28568';'X';'';'2570';'';'Tukeen sisältyy 1075 euroa välitettyä tukea,';'750';'X';'';'17836,67';'';'';'0';''
'0090';'Antti';'Kaarlela';'yrittäjä';'Lapin vaalipiiri';'KOK';'5.6.2023';'';'';'11113,93';'2350,94';'0';'0';'1403,03';'0';'5281,20';'1523,86';'200';'0';'0';'354,90';'11113,93';'3505,93';'0';'3358';'X';'';'0';'X';'';'0';'X';'';'1250';'X';'';'3000';'';'Anomuksen mukaan hyväksytty tuki Pro markkinatalous ry 3000e 150223';'3358';''
