'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0023';'Markus';'Mustajärvi';'kansanedustaja';'Lapin vaalipiiri';'VAS';'29.04.2015';'';'';'23862,09';'15761,91';'0,00';'0,00';'0,00';'0,00';'0,00';'5078,89';'1814,74';'405,73';'0,00';'800,82';'23862,09';'0';'22742,09';'70,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'1050,00';'X';'';'0,00';''
'0081';'Markus';'Lohi';'oikeustieteen maisteri, kansanedustaja';'Lapin vaalipiiri';'KESK';'18.06.2015';'';'Lappilaisten puolesta ry';'43690,92';'16913,13';'';'8727,24';'1912,35';'';'1499,14';'924,42';'2807,72';'1698,42';'1600';'7608,50';'44049';'1600';'';'13770';'X';'Yksityishenkilöiltä saatu tuki jakaantuu seuraavasti: tavara-arpajaiset 10315 euroa ja rahalahjoitukset 3455 euroa';'28479';'X';'';'';' ';'';'200';'X';'';'';' ';'';'';''
'0082';'Eeva-Maria';'Maijala';'kansanedustaja, varatuomari';'Lapin vaalipiiri';'KESK';'11.06.2015';'';'Pihkassa Lapin luontoon ry';'43589';'20934,94';'';'';'266,70';'';'1100';'18261,23';'739';'2003,99';'';'283,14';'43589';'2780';'30000';'7789';'X';'';'1590';'X';'';'';'X';'';'';'X';'';'1430';'X';'';'';''
'0080';'Mikko';'Kärnä';'kunnanjohtaja, kapteeni evp.';'Lapin vaalipiiri';'KESK';'21.06.2015';'';'Lapin karaisemat ry';'39078,55';'6627,66';'0,00';'4927,66';'1800,00';'2420,36';'2115,45';'2878,52';'4389,60';'1600,26';'5412,29';'6906,75';'39078,55';'3474,05';'0,00';'16884,50';' ';'Anna Collan on ehdokkaan äiti, Vastikkeellisen tuen osuus kokonaissummasta on 420,00 eur,';'17820,00';'X';'';'870,00';'X';'';'30,00';'X';'';'0,00';'X';'';'0,00';''
'0022';'Sari';'Moisanen';'insinööri AMK, opiskelija';'Lapin vaalipiiri';'VAS';'04.06.2015';'';'Sari Moisasen tukiryhmä';'25459,95';'8393,96';'';'5961,92';'';'';'6153,70';'1929,30';'735,32';'847,25';'';'1438,50';'25459,95';'';'';'1720';'X';'';'';'X';'';'';'X';'';'17239,95';' ';'';'6500';' ';'';'';''
'0078';'Katri';'Kulmuni';'yrityskoordinaattori';'Lapin vaalipiiri';'KESK';'21.06.2015';'21.06.2015';'Selkosen Keskitie ry';'66104,97';'26283,36';'0';'9316,12';'1998,93';'0';'5943,65';'13306,86';'1852,4';'6682,59';'721,06';'';'67309,2';'9190,65';'24750';'17186,55';' ';'Jyrki Peisa on ehdokkaan miesystävä,';'4750';'X';'';'';'X';'';'11132';' ';'';'300';'X';'';'';''
'0011';'Johanna';'Ojala-Niemelä';'kansanedustaja, varatuomari';'Lapin vaalipiiri';'SDP';'18.06.2015';'19.10.2015';'';'30994,77';'7198,92';'';'6702,20';'300';'';'';'9083,65';'3255';'2955';'';'1500';'30994,77';'10101,44';'';'650';'X';'';'450';'X';'';'3100';' ';'';'7500';' ';'';'9193,33';' ';'';'';''
'0015';'Pekka';'Tiitinen';'terveystieteiden maisteri, opettaja';'Lapin vaalipiiri';'SDP';'22.06.2015';'';'';'11850';'3251,11';'0';'3276,08';'240';'458,8';'0';'1428,80';'222,83';'900,19';'0';'2072,19';'11850';'0';'0';'70';'X';'';'1250';'X';'';'0';'X';'';'10230';' ';'';'300';'X';'';'0';''
'0041';'Hanna';'Mäntylä';'kansanedustaja, erityisnuorisotyöntekijä';'Lapin vaalipiiri';'PS';'18.06.2015';'';'Hanna Mäntylän tukiyhdistys';'14306,16';'3463,01';'';'';'';'';'2281,20';'6459,60';'287,00';'410,08';'';'1405,27';'14306,16';'2011,46';'4000,00';'4736,70';'X';'';'558,00';'X';'';'2500,00';' ';'';'500,00';'X';'';'';'X';'';'';''
'0046';'Matti';'Torvinen';'varatuomari, johtava lakimies';'Lapin vaalipiiri';'PS';'30.04.2015';'';'';'21000';'14000';'';'2500';'';'1600';'1000';'400';'500';'1000';'';'';'21000';'20200';'0';'800';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'Vaalirahoituksen olen suorittanut omilla säästöilläni. '
'0090';'Paavo';'Väyrynen';'valtiotieteen tohtori, yrittäjä';'Lapin vaalipiiri';'KESK';'22.06.2015';'';'';'26750';'15400';'';'3099';'';'';'4100';'663';'';'3488';'';'';'26750';'11800';'';'14650';'X';'Saatu tuki koostuu lähes yksinomaan kirjojen ja mukien myynnistä saaduista tuloista, ne ilmoitetaan nettomääräisinä,';'';' ';'';'';' ';'';'';' ';'';'300';' ';'';'';''
'0074';'Leena';'Meri';'varatuomari, henkikirjoittaja';'Uudenmaan vaalipiiri';'PS';'18.06.2015';'23.06.2015';'Leena Meri eduskuntaan tukir.';'21976,29';'13350,89';'';'';'1039,30';'';'2724,42';'1263,56';'';'710,27';'';'2887,85';'21976,29';'11335,29';'';'4241';' ';'Olen itse rahoittanut vaalikampanjaani: 11335,29 eur ja maksanut omalta tililtäni kuluja sekä laskuja: 3219,19 eur (ko summa sisältyy kohtaan 2,1), Vaalitukitilin saldo vaalikauden lopussa: 168,42 eur';'6000';' ';'';'';'X';'';'400';' ';'';'';'X';'';'';''
'0086';'Timo';'Soini';'valtiotieteiden maisteri, kansanedustaja';'Uudenmaan vaalipiiri';'PS';'18.06.2015';'';'';'10500';'9000';'';'';'';'';'';'500';'';'1000';'';'';'10500';'1500';'';'';'X';'';'';'X';'';'8000';'X';'';'1000';'X';'';'';'X';'';'';''
'0311';'Kai';'Mykkänen';'valtiotieteiden maisteri, ekonomisti';'Uudenmaan vaalipiiri';'KOK';'22.06.2015';'';'';'92973,88';'25240,44';'0';'8998,68';'8160';'1879,98';'37197,45';'4618,31';'2204,6';'3781,62';'892,8';'0';'92973,88';'16542,88';'25000';'13873';'X';'';'23800';'X';'';'0';'X';'';'400';'X';'';'13358';'X';'';'0';'Kampanjan talous on hoidettu pääosin tarkoitusta varten perustetun Rohkeutta reformeihin ry:n kautta. Tämän lisäksi pienempi osa kuluista on maksettu suoraan omalta tililtäni. Olen maksanut yhdistykselle omarahoitukseni (sisältäen ottamani vaalilainan) ja ry:n tilille on maksettu kaikki kampanjaan saadut tulot. Ulkoisista tuloista pääosa on järjestämäni seminaarin osallistumismaksuja (42 900eur), jotka tämän ilmoituksen erittelyssä jakautuvat yritysten, yksityishenkilöiden ja yhdistysten (ns. muut tahot) maksamiin lippuihin. Yksityishenkilöiden lahjoituksia (ilman seminaariin osallistumista) saatiin 7573 eur arvosta. Yllä puolueyhdistykseltä saaduksi tueksi merkitty 400 eur on palkkio esiintymisestäni eräässä puolueyhdistyksen seminaarissa.'
'0100';'Johanna';'Karimäki';'diplomi-insinööri, kansanedustaja';'Uudenmaan vaalipiiri';'VIHR';'21.06.2015';'';'';'37617';'9746';'';'';'280';'';'13045';'11503';'1279';'120';'';'1644';'37617';'31151';'';'5050';' ';'';'';'X';'';'';'X';'';'1416';'X';'';'';'X';'';'';''
'0101';'Jyrki';'Kasvi';'tekniikan tohtori, tutkimus- ja kehittämisjohtaja';'Uudenmaan vaalipiiri';'VIHR';'18.06.2015';'';'';'15614';'3029';'400';'';'2195';'';'3623';'822';'855';'298';'3131';'1261';'15614';'6244';'';'5565';'X';'';'';'X';'';'';'X';'';'';'X';'';'3805';' ';'';'3093';''
'0096';'Inka';'Hopsu';'opettaja, yhteyspäällikkö';'Uudenmaan vaalipiiri';'VIHR';'19.06.2015';'';'';'27738,6';'6291,8';'';'';'605,1';'';'12665';'2395,2';'';'339,3';'1100';'4342,2';'27738,6';'15820';'';'10900,60';' ';'';'750';'X';'';'';'X';'';'268';'X';'';'';'X';'';'';'Muita yli 1000 euron suuruisia lahjoituksia seuraavilta henkilöiltä:&lt;br /&gt;&lt;br /&gt;Kalle Tolvanen 1111 €, Ritva Tolvanen 1000 €, Antti Tolvanen 1000€'
'0123';'Jani';'Toivola';'kansanedustaja';'Uudenmaan vaalipiiri';'VIHR';'13.06.2015';'16.09.2015';'';'8000';'2500';'';'';'';'500';'2500';'500';'';'1200';'';'800';'8000';'3500';'2000';'2500';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0362';'Antti';'Kaikkonen';'valtiotieteiden kandidaatti, kansanedustaja';'Uudenmaan vaalipiiri';'KESK';'21.06.2015';'';'Antti Kaikkosen tukiryhmä';'39351,01';'27752,04';'0';'0';'1315';'1578,94';'2673,11';'3931,92';'400';'700';'';'1000';'39439';'5500';'5000';'16349';' ';'';'6270';'X';'';'0';'X';'';'600';'X';'';'5720';'X';'';'10050';'Suomen Keskusta r.p.:n somekeräyksen tuotot yksityishenkilöiltä sisältyvät tässä ilmoituksessa kohtaan 2.3.&lt;br /&gt;Ei sisällä yli 1500 euron tukisummia.'
'0033';'Jouko';'Jääskeläinen';'valtiotieteiden tohtori, kansanedustaja';'Uudenmaan vaalipiiri';'KD';'28.05.2015';'';'';'15725';'6597';'1500';'1777';'1086';'349';'1190';'1480';'75';'837';'';'834';'15725';'3984';'7000';'2127';'X';'';'';'X';'';'1028';'X';'';'1586';'X';'';'';'X';'';'';''
'0320';'Alexander';'Stubb';'valtiovarainministeri, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'22.06.2015';'';'';'60344,25';'28799,73';'';'';'2953,81';'1906,49';'12082,00';'8958,12';'700,00';'1960,10';'';'2984';'60344,25';'';'';'';'X';'';'';'X';'';'60344,25';' ';'';'';'X';'';'';'X';'';'';''
'0322';'Kari';'Tolvanen';'kansanedustaja, rikosylikomisario';'Uudenmaan vaalipiiri';'KOK';'16.06.2015';'';'Espoon Kansallisseura ry / Turvallisen Huomisen Suomi ry';'4055,54';'1603,54';'';'';'';'';'';'1452';'';'';'';'1000';'4176';'1398';'';'1728';'X';'';'1050';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'Saamani tuki muodostuu tuttujen yksityishenkilöiden ja yrittäjien lahjoituksista.'
'0259';'Antti';'Rinne';'oikeustieteen kandidaatti, puolueen puheenjohtaja';'Uudenmaan vaalipiiri';'SDP';'22.06.2015';'22.06.2015';'Suomalaisen työn tekijät ry';'77079,87';'16795,20';'';'13669,26';'149';'';'13125,60';'285,20';'';'';'4336,76';'28718,85';'77600';'';'';'';' ';'';'2000';'X';'';'54000';' ';'';'';' ';'';'21600';' ';'';'';''
'0077';'Mika';'Niikko';'kansanedustaja, yrittäjä';'Uudenmaan vaalipiiri';'PS';'22.06.2015';'20.06.2017';'';'27443,30';'12660,51';'1295,00';'';'296,00';'';'5988,67';'3843,76';'';'1111,30';'';'2248,06';'27443,30';'6104,10';'20977,00';'362,20';'X';'';'';' ';'Yritysten talkootyönä tehtyä: 1264,80 e arvoiset ajoneuvokulut, 309,32 e arvoinen vaalimainoskulu, 1100 e arvoinen mainoksen kuvaus, yritykseltä saatu 1400 e arvosta lähetysaikaa kaapeli/netti tv-kanavalle sekä yritykseltä/järjestöltä on saatu lainaksi linja- ja asuntoauto,';'';' ';'';'';' ';'';'';'X';'';'';''
'0042';'Antero';'Laukkanen';'sosiaalineuvos, pastori';'Uudenmaan vaalipiiri';'KD';'18.06.2015';'';'';'19365,74';'';'';'';'';'';'';'';'';'';'';'19365,74';'19365,74';'7886,74';'0,00';'5643,00';'X';'';'0,00';'X';'';'0,00';'X';'';'5836,00';' ';'';'0,00';' ';'';'0,00';''
'0058';'Arja';'Juvonen';'geronomi AMK, kansanedustaja';'Uudenmaan vaalipiiri';'PS';'20.06.2015';'';'Arja Juvonen tukiyhdistys';'17345,90';'5964,77';'';'';'2150,01';'';'';'7864,12';'';'990';'';'377';'17345,90';'13027,90';'';'3918';' ';'';'';'X';'';'';'X';'';'400';'X';'Espoon Perussuomalaiset ryn lehtimainonnan arvo omassa kampanjassani 400 euroa';'';'X';'';'';''
'0080';'Veera';'Ruoho';'valtiotieteiden kandidaatti, poliisi';'Uudenmaan vaalipiiri';'PS';'22.06.2015';'';'';'41314,97';'19224,86';'';'15328,88';'496';'';'829,39';'3104,64';'2331,20';'';'';'';'41314,97';'41314,97';'0';'0';' ';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'Puolueyhdistys, Espoon Perussuomalaiset ry, tuki espoolaisia kansanedustajaehdokkaita ryhmämainonnalla, jonka arvo per ehdokas 400 euroa. Valtiontalouden tarkastusviraston ohjeiden mukaan ko yhteismainonta ei kuulu ehdokkaan henkilökohtaisen vaalirahoituksen- ja kulujen erittelyihin.'
'0191';'Anders';'Adlercreutz';'arkitekt, företagare, arkkitehti, yrittäjä';'Uudenmaan vaalipiiri';'RKP';'22.06.2015';'';'Stödgruppen för Anders Adlercreutz';'44753,28';'20837,69';'';'';'1817,79';'';'13471,02';'3634,38';'2672,20';'2320,20';'';'';'44753,28';'12773,28';'';'6850';'X';'';'9210';'X';'';'1000';'X';'';'5000';' ';'';'9920';' ';'';'';''
'0198';'Thomas';'Blomqvist';'riksdagsledamot, jordbrukare, kansanedustaja, maanviljelijä';'Uudenmaan vaalipiiri';'RKP';'22.06.2015';'';'';'31543,41';'13662,72';'';'';'215,03';'';'8147,60';'4727,70';'3279,80';'387,81';'';'1122,75';'31543,41';'5479,41';'';'3660,00';'X';'';'5854,00';'X';'';'1000,00';'X';'';'';' ';'';'15550,00';' ';'';'';''
'0202';'Carl';'Haglund';'ekonomie magister, försvarsminister, kauppatieteiden maisteri, puolustusministeri';'Uudenmaan vaalipiiri';'RKP';'18.06.2015';'';'Liberalibus r.f.';'129967,23';'44682,84';'';'12152';'';'1558,63';'38043,51';'14044,60';'7434,22';'2799,03';'4831,30';'4421,10';'130028,58';'1070';'';'28833,30';' ';'';'22376,99';' ';'';'43803,10';' ';'';'500';' ';'';'33445,19';' ';'';'';''
'0216';'Mikaela';'Nylander';'riksdagsledamot, kansanedustaja';'Uudenmaan vaalipiiri';'RKP';'22.06.2015';'02.11.2015';'Mikaela 2015';'41789,75';'25640,81';'1698,84';'';'';'3792,16';'1275,41';'2292,80';'5938,52';'1151,21';'';'';'41789,75';'7609,75';'1900';'6300';' ';'';'12980';'X';'';'6000';' ';'';'1000';' ';'';'6000';' ';'';'';''
'0219';'Veronica';'Rehn-Kivi';'arkitekt, byggnadstillsynschef, arkkitehti, rakennusvalvontapäällikkö';'Uudenmaan vaalipiiri';'RKP';'16.06.2015';'';'Iustus Venco rf.';'29457,82';'20683,81';'';'';'';'';'3858,26';'1346,18';'108,5';'100';'1163,17';'2197,90';'29457,82';'2704,82';'';'5783';'X';'';'1480';'X';'';'6490';' ';'';'7000';' ';'';'6000';' ';'';'';''
'0258';'Antti';'Lindtman';'kansanedustaja';'Uudenmaan vaalipiiri';'SDP';'22.06.2015';'13.10.2015';'Uusmaalaisten puolesta ry';'53250,85';'12040,47';'';'18368,37';'2891,02';'';'871,72';'5034,40';'';'3295,69';'1209,50';'9539,68';'58781,76';'7271,76';'';'7415';'X';'Kampanjaa tukivat mm, Hako Jukka, Koivisto Jari, Kulokivi Aki, Laakso Eeva, Lavikkala Tamara, Loppukaarre Jukka-Pekka, Muhonen Seppo, Nurmela Jouni, Ojansivu Taisto, Parviainen Tarmo, Pekola Sari, Rasi Eero, Riikonen Matti, Tuupainen Lauri,';'3900';'X';'';'';' ';'';'1300';'X';'Rekolan Työväenyhdistys 1000, Koivukylän Sosialidemokraatit 300';'38895';' ';'Lisäksi kampanjan käytössä oli viiden viikon ajan AKT ry:n järjestöauto (Fiat Dethleffs), Arvioitu viikkovuokra netin vuokraussivustojen mukaan on noin 400€/viikko, Auton teippaus maksoi AKT:n ilmoituksen mukaan 1000€, Näin ollen tuen arvoksi arvioidaan 5x400€ + 1000€ = 3000 euroa,';'';''
'0260';'Maria';'Guzenina';'kansanedustaja';'Uudenmaan vaalipiiri';'SDP';'20.06.2015';'';'Yhdessä terve yhteiskunta ry';'18359,37';'3273,27';'00,00';'5065,62';'00,00';'00,00';'4542,40';'5478,08';'00,00';'00,00';'00,00';'00,00';'18359,37';'11209,37';'00,00';'3550';' ';'';'1500';' ';'';'00,00';' ';'';'500';'X';'';'1600';'X';'';'00,00';''
'0261';'Kimmo';'Kiljunen';'valtiotieteiden tohtori, rauhanvälityksen erityisedustaja';'Uudenmaan vaalipiiri';'SDP';'23.06.2015';'';'';'50501';'3069';'';'12639';'';'';'5900';'28893';'';'';'';'';'50501';'8794';'29767';'';'X';'';'3500';'X';'';'700';'X';'';'';'X';'';'7740';'X';'';'';''
'0289';'Timo';'Harakka';'toimittaja, kirjailija';'Uudenmaan vaalipiiri';'SDP';'22.06.2015';'28.09.2015';'Uusiutuva Uusimaa';'34296,02';'7292,69';'0,00';'9033,65';'2333,26';'0,00';'10000';'3623,71';'468,20';'853,20';'0,00';'691,31';'34296,02';'2162,22';'0';'1960';'X';'';'2000';'X';'';'10000';' ';'SDP:n tuki muuna kuin rahana,';'4773,80';' ';'Lisäksi Suomen Sosialidemokraattinen Lehtimiesliitto 500 eur,';'13400';' ';'';'0';''
'0290';'Maarit';'Feldt-Ranta';'kansanedustaja, riksdagsledamot';'Uudenmaan vaalipiiri';'SDP';'21.06.2015';'11.09.2015';'';'18125,84';'9755,15';'';'';'858,08';'';'';'2070,80';'';'';'';'5441,81';'18125,84';'2655,84';'';'3220';'X';'';'';'X';'';'';'X';'';'5200';' ';'';'7050';' ';'';'';''
'0298';'Harry (Hjallis)';'Harkimo';'yrittäjä';'Uudenmaan vaalipiiri';'KOK';'18.06.2015';'09.09.2015';'Työn kautta ry';'76045,19';'80';'';'15191,57';'16677,39';'872,01';'';'5911,10';'34177,69';'';'1734,14';'1401,29';'76045,19';'';'47610,61';'';'X';'';'23584,58';' ';'';'';'X';'';'';'X';'';'4850';' ';'';'';''
'0302';'Pia';'Kauma';'kauppatieteiden maisteri';'Uudenmaan vaalipiiri';'KOK';'22.06.2015';'';'Pia kauman tukiryhmä/Olarin Kokoomus';'39980,99';'7189,48';'';'5939,38';'1636,80';'4405,09';'14666,85';'2879,04';'1984,00';'270,00';'';'1010,35';'39980,99';'27391,99';'';'6339';'X';'';'6250';'X';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0307';'Sanna';'Lauslahti';'kauppatieteiden maisteri, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'01.06.2015';'';'Sanna Lauslahti tukiyhdistys';'37695,52';'6888,49';'';'';'4952,34';'';'15467';'3233,20';'2220';'531,60';'';'4402,88';'37695,52';'25636,52';'';'1520';'X';'';'10339';' ';'';'';'X';'';'200';'X';'';'';'X';'';'';''
'0308';'Eero';'Lehti';'yrittäjä, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'18.06.2015';'';'';'98993';'30162';'620';'16360';'';'4340';'12509';'14545';'10851';'8714';'';'892';'98993';'98993';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0309';'Elina';'Lepomäki';'diplomi-insinööri, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'23.04.2015';'';'';'61372,63';'15718,22';'0';'21841,56';'7778,83';'0';'1438,40';'7775,95';'2036,32';'3643,28';'0';'1140,07';'61372,63';'7364,63';'0';'46183';' ';'';'6037';'X';'';'0';' ';'';'0';' ';'';'1788';'X';'';'';''
'0310';'Sari';'Multala';'kauppatieteiden maisteri, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'08.06.2015';'';'Kuninkaanmäen tuki ry';'25781,44';'7192,76';'';'';'';'247,59';'2817,40';'11863,40';'';'335,24';'250,00';'3075,05';'25781,44';'8041,44';'';'9365,00';'X';'';'8375,00';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0313';'Outi';'Mäkelä';'kauppatieteiden maisteri, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'22.06.2015';'';'Ihmisen Uusimaa Ry';'29017,49';'7396,39';'';'10897,12';'345,98';'';'5381,6';'1807,4';'';'789';'';'2400';'29017,49';'6786,49';'';'3415';'X';'';'15738';'X';'';'';'X';'';'3078';' ';'';'';'X';'';'';''
'0385';'Seppo';'Särkiniemi';'pastori';'Uudenmaan vaalipiiri';'KESK';'21.06.2015';'';'';'8873,63';'1797,89';'';'';'100';'';'';'4425,74';'';'500';'';'2050';'8873,63';'1835,13';'';'1178,50';'X';'';'';'X';'';'';'X';'';'400';'X';'';'5460';'X';'';'';''
'0388';'Eerikki';'Viljanen';'maatalousyrittäjä, kansanedustaja';'Uudenmaan vaalipiiri';'KESK';'22.06.2015';'';'Keskustan Keski-Vihdin paikallisosasto';'19585,05';'4843,42';'0';'0';'2772,13';'0';'3460,50';'1534,60';'0';'611,4';'243';'6120';'19585,05';'11165,05';'0';'3040';'X';'';'4100';'X';'';'0';'X';'';'0';'X';'';'1280';'X';'';'0';''
'0187';'Kari';'Uotila';'kansanedustaja';'Uudenmaan vaalipiiri';'VAS';'10.05.2015';'02.09.2015';'';'30032,06';'5758';'';'';'536';'717,20';'17318,14';'4080,32';'595,20';'';'';'1027,20';'30032,06';'13091,06';'';'5241';'X';'';'';' ';'';'';'X';'';'2300';' ';'';'9400';' ';'';'';''
'0185';'Jussi';'Saramo';'poliittinen sihteeri';'Uudenmaan vaalipiiri';'VAS';'22.06.2015';'';'';'38600,4';'4192,72';'1390';'';'2250';'';'15830';'6338,2';'';'230';'';'8369,48';'38600,4';'28210,4';'';'1590';'X';'';'';'X';'';'';'X';'';'500';'X';'';'8300';' ';'';'';'Muut kulut 8369,48 Posti Oy jakelu'
'0081';'Pirkko';'Ruohonen-Lerner';'kansanedustaja, toimittaja';'Uudenmaan vaalipiiri';'PS';'26.04.2015';'';'';'5652,78';'4758,24';'';'';'';'';'';'570,40';'218,24';'105,90';'';'';'5652,78';'5652,78';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'Lisäksi sain puolueelta, Uudenmaan piiriltä sekä ps. naisjärjestöltä jaettavia painotuotteita, karkkeja, tiskirättejä, kyniä, yms. mainosmateriaalia ja paikallisyhdistyksiltä tarjoiluja telttatilaisuuksiin. PAM ja S-ryhmä ilmoittivat Yhteishyvässä ja HS:ssä 7.4. pidetystä eduskuntavaalipaneelista Kauppakeskus Kaaressa, jossa mukana 8 eduskuntapuolueen edustajat.'
'0078';'Jussi';'Niinistö';'filosofian tohtori, kansanedustaja';'Uudenmaan vaalipiiri';'PS';'07.05.2015';'15.06.2015';'';'15307,95';'12423,63';'';'';'';'80';'1018,40';'241,80';'1504,12';'40';'';'';'15307,95';'10172,04';'';'686';'X';'';'';'X';'';'2449,91';' ';'';'1000';'X';'';'1000';'X';'';'';''
'0356';'Anne';'Berner';'kauppatieteiden maisteri, yrittäjä';'Uudenmaan vaalipiiri';'KESK';'27.05.2015';'06.10.2015';'';'31143,63';'12128,91';'';'';'9853,97';'';'';'3739,11';'1116,00';'2952,82';'';'1352,82';'31143,63';'3212,63';'';'16198,00';'X';'';'11723,00';' ';'';'10,00';' ';'';'';' ';'';'';' ';'';'';'puolueen somekeräysosuus 10€'
'0387';'Matti';'Vanhanen';'valtiotieteen maisteri';'Uudenmaan vaalipiiri';'KESK';'12.06.2015';'';'Keskustan Lepsämän paikallisyhdistys';'30654,29';'24139,61';'';'';'290';'304';'';'1729,8';'';'2954,88';'';'1236';'39913';'';'';'15040';' ';'';'19873';' ';'';'';' ';'';'5000';' ';'';'';' ';'';'';''
'0262';'Joona';'Räsänen';'tradenomi, puolueen nuorisojärjestön puheenjohtaja';'Uudenmaan vaalipiiri';'SDP';'15.06.2015';'';'Uudenmaan Tulevaisuus ry';'39872,67';'19625,74';'';'';'804,12';'';'6436,51';'5572,58';'2182,40';'1530,56';'';'3720,76';'40935';'2000';'';'2055';'X';'';'100';'X';'';'';' ';'';'11400';' ';'';'25380';' ';'';'';''
'0056';'Simon';'Elo';'valtiotieteiden kandidaatti';'Uudenmaan vaalipiiri';'PS';'21.06.2015';'22.06.2015';'Simon Elon tukiyhdistys';'36676,77';'8708,23';'';'14690,64';'';'';'8897,00';'1008,10';'3372,80';'';'';'';'36676,77';'9557,76';'18700,00';'3119,01';'X';'';'';'X';'';'';'X';'';'';'X';'';'5300,00';'X';'';'';'Muilta tahoilta saatu tuki koostuu pääosin Simon Elon tukiyhdistyksen järjestämän seminaarin osallistumismaksuista. Espoon Perussuomalaiset ry tuki espoolaisia kansanedustajaehdokkaita yhteismainonnalla sanomalehdissä, jonka arvo per ehdokas on 400 euroa. Valtiontalouden tarkastusviraston ohjeiden mukaan ko. yhteismainonta ei kuulu ehdokkaan henkilökohtaisen vaalirahoituksen- ja kulujen erittelyihin.'
'0032';'Anne-Mari';'Virolainen';'kansanedustaja, KTM';'Varsinais-Suomen vaalipiiri';'KOK';'18.06.2015';'';'Varsinais-Suomen Toivot ry';'37399';'9007';'';'12602';'390';'';'4587';'8771';'1100';'942';'';'';'37399';'';'';'10674';' ';'';'13097';'X';'';'1000';' ';'';'9528';' ';'';'3100';' ';'';'';''
'0037';'Eeva-Johanna';'Eloranta';'kansanedustaja, valtiotieteen maisteri';'Varsinais-Suomen vaalipiiri';'SDP';'31.05.2015';'25.08.2015';'Oikeudenmukainen Suomi ry';'39004,37';'11120,79';'0';'9012,32';'0';'0';'11862,00';'2220,84';'3608,15';'497,16';'0';'683,11';'39080,35';'4000';'1400';'1150';'X';'';'25398';' ';'';'0';'X';'';'7099';' ';'';'33,35';'X';'';'0';''
