'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0093';'Jari';'Myllykoski';'kansanedustaja';'Satakunnan vaalipiiri';'VAS';'16.6.2019';'';'';'31758,55';'13619,86';'999,44';'4013,59';'825,22';'534,48';'7567,01';'1069,50';'600';'206,40';'0';'2323,05';'31758,55';'6740,55';'0';'2030';'X';'';'5290';'';'';'0';'X';'';'3000';'';'';'14698';'';'';'0';''
'0096';'Raisa';'Ranta';'projektipäällikkö, insinööri';'Satakunnan vaalipiiri';'VAS';'17.6.2019';'';'Raisa Ranta - tukiryhmä';'5300';'2996';'';'';'311';'';'463';'818';'';'657';'';'55';'5300';'567';'';'4233';'X';'';'500';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0004';'Mats';'Löfström';'Riksdagsledamot';'Ahvenanmaan maakunnan vaalipiiri';'FÅ';'13.6.2019';'23.8.2019';'För Åland i riksdagen';'27957,2';'13770';'882,88';'0';'1652,9';'0';'500';'1398,5';'3658';'1858,77';'3808,5';'427,65';'27957,2';'101,2';'0';'8516';'';'';'3920';'X';'';'980';'X';'';'0';'X';'';'14440';'';'';'0';''
'0005';'Johan';'Ehn';'Lagtingsledamot';'Ahvenanmaan maakunnan vaalipiiri';'FÅ';'17.6.2019';'';'';'3514,10';'791,20';'662,16';'';'118,72';'';'223,20';'1336,32';'382,50';'';'';'';'3514,10';'780,88';'';'';'';'';'';'';'';'';'';'';'';'';'';'2733,22';'';'Bidraget har verkställts genom att Moderat Samling för Åland direkt har betalt kampanjens kostnader för tidningsannons, broschyr, utomhusreklam i form av en beachflagga, samt kostnader för planering och utformning av valmaterial';'';''
'0003';'Milla';'Bruneau';'tv-tuottaja, yritysjohtaja';'Hämeen vaalipiiri';'KOK';'17.6.2019';'';'Hämeen muutos ry';'101571,81';'26008,32';'715,18';'9846,40';'1908,06';'';'16069,98';'15308,38';'17053,65';'7384,44';'';'7277,40';'101571,81';'48072,81';'';'10619,00';'X';'';'42880,00';'';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0004';'Sanni';'Grahn-Laasonen';'opetusministeri, valtiotieteiden maisteri';'Hämeen vaalipiiri';'KOK';'17.6.2019';'';'Kansainvälisen Suomen Puolesta ry';'96684,08';'30502,56';'';'';'3103,55';'5327,75';'26248,87';'7911,78';'13282,80';'4472,49';'1286,15';'4548,13';'97191,63';'300';'';'14660';'';'';'41870';'';'';'3826,63';'X';'';'4000';'';'';'32535';'';'';'';''
'0005';'Timo';'Heinonen';'kansanedustaja, kasvatustieteen maisteri';'Hämeen vaalipiiri';'KOK';'17.6.2019';'';'Timo Heinosen tukiryhmä/Hämeen Oikea Suunta ry';'73998,98';'12730,98';'0';'31716,90';'2200';'0';'4592,09';'7841,10';'2141,36';'3342,83';'5362,89';'4070,83';'89026';'2550';'0';'19149';'';'kohta b: Seppo Ora 4000e (seminaarilippuja)muu tuki: (kaikki alle 1500e): kampanjatuotteet 750e, seminaarit 2650e, muu suoratuki 5150e';'58827';'';'muu tuki (kaikki alle 1500e): taidegrafiikka 3050e, kampanjatuotteet 2140e, seminaarit 10800e, muu suoratuki 20737e';'0';'X';'';'5500';'';'Loppuosa: 500e, Riihimäen Kokoomus ry (1570820-4 / 130,407)';'3000';'';'';'0';'Lisäksi kampanjan käyttöön ovat vastikkeetta yritykset ja yksityiset henkilöt antaneet mainosteippauksin varustettuna 20 kpl pakettiautoja ja muita autoja mm. linja-autoja ja henkilöautoja 20 kpl. Lisäksi maanomistajat ovat antaneet pelloiltaan joko ladonseiniä ja traktorinlavoja kampanjamme mainoskäyttöön eri puolilla Hämettä 20 kappaletta. Ja lisäksi tyhjää liiketilaa on annettu kahden vaalikahvilan käyttöön. Lisäksi kampanjan aktiivisimmassa tukiryhmässä on toiminut 25 eri henkilöä antaen talkoopanosta mm. toritapahtumissa, kahvituksissa ja kampanjan suunnittelussa ja toteutuksessa. Lisäksi järjestettiin erilaisia tapahtumia ja tilaisuuksia yhdessä tukijoiden ja kampanjatiimin kanssa.Lisäksi kampanjan julkisessa tukiryhmässä on ollut mukana yli 800 julkista ja ei julkista tukijaa, jotka ovat antaneet erilaisia työpanoksia kampanjalle mm. toimimalla aktiivisesti netissä (Facebook, Twitter, Instagram).Lisäksi muotisuunnittelija Jukka Rintala suunnitteli kampanjalleni kahvikupin ja taiteilija Netta Tiitinen taulusarjan.Lisäksi eri tanssikoulujen nuoria ja soittajia ja laulajia on osallistunut esiintyen kampanjaamme. Vaalikampanjan varainhankinta onnistui hyvin ja ylitti odotukset siten, että kampanjakulut jäivät tuloja pienemmiksi. Jäljelle jäänet varat Timo Heinosen tukiryhmän yhdistys (Hämeen Oikea Suunta ry) käyttää myöhemmin yhdistyksen sääntöjen mukaiseen toimintaan.'
'0008';'Kalle';'Jokinen';'kansanedustaja, ylikonstaapeli';'Hämeen vaalipiiri';'KOK';'13.6.2019';'1.8.2019';'';'49956,61';'15371,45';'';'';'';'';'1419,69';'5116,49';'';'25762,72';'';'2286,26';'49956,61';'462,61';'';'6150,00';'X';'';'30545,00';'';'';'';'';'';'5000,00';'';'';'7799,00';'X';'Uudenmaan Hämeen Turkiseläinten Kasvattajat ry, y-tunnus 1083060-6, tuen määrä 500 euroa.Kampanjaa tuki kymmenen muuta tahoa, joiden tuki jäi alle 1500 euroa.';'';'Ulkomainontamateriaali pääosin kierrätettyä kolmista aiemmista vaaleista.'
'0025';'Sonja';'Falk';'lapsi- ja perhepolitiikan erityisasiantuntija, teologian maisteri';'Hämeen vaalipiiri';'KD';'16.6.2019';'';'';'10343,68';'5307,2';'0';'0';'950';'0';'2049,28';'1067,2';'0';'970';'0';'0';'10343,68';'6293,68';'0';'900';'X';'';'1000';'X';'';'1350';'X';'';'800';'';'';'0';'X';'';'0';'Olen saanut puolueelta tukea seuraavista lähteistä: 1350 € Hämeen piirin Kristillisdemokraateilta ja 800 € Kristillisdemokraattien Lahden paikallisosastolta.'
'0033';'Päivi';'Räsänen';'lääkäri, kansanedustaja';'Hämeen vaalipiiri';'KD';'1.5.2019';'';'Pro Civitate Sana';'25741';'16753';'';'';'130';'';'4100';'1416';'';'1500';'1450';'392';'25741';'11319';'';'5958';'X';'';'5014';'X';'';'';'';'';'3450';'';'Suomen Kristillisdemokraattien Hämeen piiri 1350 euroa, ';'';'';'';'';'Suomen Kristillisdemokraattien Hämeen piiri 1350 euroa (tämä ilmoitettu myös yllä). '
'0045';'Elisa';'Lientola';'kuvataitelija, ammatillinen opettaja';'Hämeen vaalipiiri';'VAS';'30.4.2019';'';'Elisa Lientolan tukiryhmä';'6354';'3534';'720';'';'';'';'220';'1880';'';'';'';'';'6354';'2734';'';'970';'X';'';'';'';'';'';'';'';'2350';'X';'';'300';'';'';'';'Suurimmat avustukset:Vasemmistoliiton Lahden kunnallisjärjestö 500€Lahti vasemmalle ry 600€Ahtialan TY 750€Vasemmistonaisten avustus oma osuus 500€Yksityisiltä saadut summat hyvin pieniä.'
'0048';'Aino-Kaisa';'Pekonen';'lähihoitaja, kansanedustaja';'Hämeen vaalipiiri';'VAS';'27.5.2019';'30.5.2019';'';'23717,91';'11287,20';'0';'0';'99,20';'0';'5929,46';'3201,05';'1345,40';'1458,80';'0';'396,80';'23717,91';'3547,99';'0';'140';'X';'';'2500';'';'';'0';'X';'';'6079,92';'';'';'11450';'';'';'';''
'0058';'Hilkka';'Kemppi';'opettaja, restonomi';'Hämeen vaalipiiri';'KESK';'16.6.2019';'16.6.2019';'Uudistuva Suomi ry';'52822,19';'8674,05';'0';'5624,34';'200,00';'0';'22476,36';'6499,93';'5580,00';'2317,51';'0';'1450,00';'52822,19';'9590,29';'19650,00';'18801,90';'';'';'3080,00';'X';'';'0';'X';'';'700,00';'X';'';'1000,00';'X';'';'0';''
'0065';'Juha';'Rehula';' sosionomi';'Hämeen vaalipiiri';'KESK';'17.6.2019';'18.6.2019';'';'28732';'10015';'1785';'';'3631';'';'5397';'1255';'3075';'';'644';'2930';'28732';'2793';'14000';'1539';'X';'';'8200';'X';'';'';'';'';'2000';'';'';'200';'X';'';'';''
'0082';'Sari';'Jokinen';'erityisluokanopettaja, kasvatustieteen maisteri';'Hämeen vaalipiiri';'VIHR';'11.5.2019';'';'';'4000';'695,24';'';'';'302,00';'';'1371,44';'1007,20';'';'99,50';'';'524,62';'4000';'3600';'';'';'X';'';'';'X';'';'';'X';'';'400';'X';'';'';'X';'';'';'Muihin kuluihin sisältyy piirille maksettu 400€ ehdokasmaksu. Ehdokasmaksun maksoi Riihimäen Vihreät eli tämä on puolueyhdistyksiltä saatu tuki eli ulkopuolisen rahoituksen osuus vaalikampanjassa.'
'0090';'Mirka';'Soinikoski';'erikoislääkäri';'Hämeen vaalipiiri';'VIHR';'17.6.2019';'';'';'11262,93';'6631,79';'0';'0';'458,00';'496,00';'334,80';'642,00';'0';'113,64';'0';'2586,70';'11262,93';'10542,93';'0';'720,00';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0106';'Rami';'Lehto';'kansanedustaja';'Hämeen vaalipiiri';'PS';'12.6.2019';'';'Rami Lehdon vaalitukiyhdistys';'23706,96';'11402,05';'';'';'563';'2602,7';'4720,36';'2562,61';'156,24';'1700';'';'';'23706,96';'21706,96';'';'';'';'';'';'';'';'';'';'';'2000';'';'';'';'';'';'';''
'0108';'Mira';'Nieminen';'rikoskomisario, hallintotieteiden maisteri';'Hämeen vaalipiiri';'PS';'16.6.2019';'';'Mira Niemisen tukiyhdistys';'8927,38';'2834,76';'';'';'495,35';'';'1959,79';'1407,15';'64,52';'1404,82';'';'760,99';'8927,38';'5734,38';'';'2435';'X';'';'';'X';'';'';'X';'';'758';'X';'';'';'X';'';'';''
'0109';'Lulu';'Ranne';'diplomi-insinööri';'Hämeen vaalipiiri';'PS';'8.6.2019';'';'Luu Ranteen tukiryhmä';'34962,85';'9157,46';'0';'0';'0';'0';'19690,03';'1383';'0';'1224,3';'0';'3508,06';'34962,85';'19147,85';'7000';'8215';'';'';'0';'X';'';'0';'X';'';'100';'X';'';'500';'X';'';'0';''
'0110';'Jari';'Ronkainen';'kansanedustaja';'Hämeen vaalipiiri';'PS';'3.6.2019';'';'';'20297,60';'10666,55';'';'';'';'';'2152,48';'1215,11';'';'6236,46';'';'27,00';'20297,60';'6647,60';'';'2400,00';'X';'';'10050,00';'';'';'';'';'';'1200,00';'X';'';'';'';'';'';''
'0130';'Tarja';'Filatov';'toimittaja-tiedottaja, kansanedustaja';'Hämeen vaalipiiri';'SDP';'17.6.2019';'';'';'21966,38';'15355,22';'';'';'3914,28';'';'';'810';'';'533,10';'';'1353,78';'21966,38';'6266,38';'';'1100';'';'';'';'';'';'';'';'';'';'';'';'14600';'X';'';'';''
'0131';'Johannes';'Koskinen';'varatuomari, kansanedustaja';'Hämeen vaalipiiri';'SDP';'9.6.2019';'';'';'31104';'21198';'';'4407';'961';'';'';'4352';'186';'';'';'';'31104';'27904';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'3200';'X';'Tukea omalta amattiliitolta ja kolmelta muulta ay-järjestöltä.';'';''
'0132';'Ville';'Skinnari';'kansanedustaja, lakimies (Master of Laws)';'Hämeen vaalipiiri';'SDP';'16.6.2019';'';'Ville Skinnarin tukiryhmä';'39191';'7191';'';'3000';'1000';'';'17000';'6000';'1000';'4000';'';'';'39191';'3300';'0';'3130';'X';'';'10820';'X';'';'3961';'';'Olen pyöristänyt yllä olevan tuen (kohta 2,5,) lähinnäolevaan euromäärään kohdassa rahoitus yhteensä (3961e), ';'0';'X';'';'17980';'';'';'';''
'0133';'Mika';'Kari';'kansanedustaja, yhteisöpedagogi (AMK)';'Hämeen vaalipiiri';'SDP';'17.6.2019';'21.10.2019';'Edistyksen puolesta ry.';'52685,11';'11117,85';'1311,61';'8681,09';'2003,96';'711,76';'20447,06';'4361,56';'1279,68';'710,44';'669';'1391,10';'52685,11';'30435,11';'0';'850';'X';'';'';'X';'';'0';'X';'';'13000';'';'';'8400';'';'';'17107,66';'Lahden Sos.-Dem. Työväenyhdistys ryn yhteisiä tilaisuuksia ehdokkaiden kanssa.'
'0136';'Kaisa';'Lepola';'vs.perusturvajohtaja, yhteiskuntatieteiden maisteri';'Hämeen vaalipiiri';'SDP';'17.6.2019';'';'';'27594,47';'7340,56';'';'3883,90';'2367,54';'';'6079,28';'3319,76';'1680,00';'1704,30';'';'1219,13';'27594,47';'3239,68';'';'8702,70';'X';'';'3930,00';'X';'';'300,00';'X';'';'10922,09';'';'';'500,00';'X';'';'';''
'0005';'Lassi';'Kaleva';'yrittäjä, hum. kand.';'Pirkanmaan vaalipiiri';'PS';'16.6.2019';'';'';'31608,13';'3471,73';'2136,81';'10510,14';'620,01';'';'357,12';'14219,14';'';'293,18';'';'';'31608,13';'21266,13';'';'4845';'';'';'5497';'X';'';'';'';'';'';'';'';'';'';'';'';''
'0010';'Veijo';'Niemi';'rikosylikonstaapeli, pääluottamusmies';'Pirkanmaan vaalipiiri';'PS';'16.5.2019';'';'';'13173,88';'4590,63';'186,00';'';'';'';'150,00';'1810,00';'1840,62';'778,92';'';'3817,71';'13630';'';'';'12030';'';'';'';'';'';'';'';'';'1000';'X';'Lempäälän perussuomalaiset antoi ehdokkaalleen 1000 euron tuen';'600';'X';'JHL tuki kaikkia ehdokkaitaan 600 eurolla';'30';''
'0012';'Sakari';'Puisto';'puolueen poliittinen suunnittelija, filosofian tohtori';'Pirkanmaan vaalipiiri';'PS';'9.6.2019';'';'';'7746,28';'1769,49';'1372';'';'688,84';'';'1178';'2658,15';'';'6,6';'';'73,2';'7746,28';'5271,28';'';'1975';'X';'';'';'X';'';'';'X';'';'';'X';'';'500';'X';'Muilta tahoilta saatu tuki: Tekniikan Akateemiset ry 500 euroa.';'';''
'0014';'Sami';'Savio';'kansanedustaja, diplomi-insinööri';'Pirkanmaan vaalipiiri';'PS';'14.6.2019';'';'Sami Savion kannatusyhdistys';'35037,09';'23654,62';'1364';'6373,94';'457,44';'';'1316,40';'135,96';'1057,72';'513,31';'';'163,70';'35037,09';'25387,50';'';'4368,21';'';'';'2231,38';'';'';'';'X';'';'2550';'';'';'500';'X';'';'';''
'0018';'Veikko';'Vallin';'yrittäjä';'Pirkanmaan vaalipiiri';'PS';'17.6.2019';'';'Veikko Vallin Tukiyhdistys';'25516,06';'15120,51';'2950,22';'0';'0';'700';'1750';'2145,20';'0';'2850,13';'0';'0';'25516,06';'22132,06';'0';'1785';'X';'';'1599';'X';'';'0';'';'';'0';'';'';'0';'';'';'';''
'0025';'Anna-Kaisa';'Ikonen';'valtiosihteeri, työelämäprofessori';'Pirkanmaan vaalipiiri';'KOK';'16.6.2019';'29.9.2019';'Osaava Suomi 2030';'32998,17';'12736,16';'0';'0';'7213,05';'0';'3659,60';'2953,96';'5685,40';'600';'0';'150';'32998,17';'15474,17';'0';'5424';'X';'';'8300';'X';'';'0';'X';'';'200';'X';'';'3600';'X';'';'0';''
'0029';'Jari';'Kinnunen';'HTM, rikosylikomisario';'Pirkanmaan vaalipiiri';'KOK';'16.6.2019';'';'Jari Kinnusen tukiryhmä';'27865';'7393';'930';'';'766';'';'5631';'2081';'6336';'';'';'4728';'27865';'3765';'15000';'6200';'';'';'900';'X';'';'';'';'';'2000';'';'';'';'';'';'';''
'0030';'Pauli';'Kiuru';'kansanedustaja, FM, MBA';'Pirkanmaan vaalipiiri';'KOK';'12.5.2019';'28.5.2019';'';'76852,58';'31381,62';'';'';'4780,39';'';'31429,76';'2242,99';'5902,00';'424,10';'';'691,72';'76852,58';'58756,03';'';'2779,57';'X';'';'4100,00';'X';'';'';'X';'';'11216,98';'';'';'';'';'';'';'Minulla oli myös radiomainontaa Radio Sun -kanavalla. Sen laskutus on mukana Pirkanmaan Lehtitalon lehtimainonnassa. Näkyy kohdassa 1 "Sanoma-, ilmaisjakelu- ja aikakauslehdet".'
'0038';'Arto';'Satonen';'kansanedustaja, opettaja';'Pirkanmaan vaalipiiri';'KOK';'11.6.2019';'';'';'100237,20';'29217,49';'153,63';'17259,50';'1317,00';'6232,92';'1736,00';'18712,78';'8383,25';'8385,60';'0';'8839,03';'100237,20';'91599,2';'';'1050';'X';'';'4400';'X';'';'';'X';'';'';'X';'';'3188';'X';'';'';''
'0041';'Sofia';'Vikman';'kansanedustaja, yhteiskuntatieteiden maisteri';'Pirkanmaan vaalipiiri';'KOK';'15.6.2019';'';'';'37914,77';'10145,7';'';'10268,7';'1310,16';'';'3192,52';'2811,59';'';'2035,76';'';'8150,34';'37914,77';'36269,01';'';'';'X';'';'500,00';'X';'';'';'X';'';'1145,76';'X';'';'';'X';'';'';''
'0042';'Marko';'Asell';'liikuntapaikkahoitaja, liikunnanohjaaja (AMK)';'Pirkanmaan vaalipiiri';'SDP';'15.6.2019';'';'';'18640,91';'5445,09';'';'';'';'1747,16';'4633,48';'2559,66';'';'';'';'4255,52';'18640,91';'4281,25';'';'500';'X';'';'3559,66';'';'';'';'';'';'10150';'';'';'150';'';'';'';''
'0043';'Jukka';'Gustafsson';'kansanedustaja';'Pirkanmaan vaalipiiri';'SDP';'17.6.2019';'1.10.2019';'Jukka gustafsson vaalityöryhmä';'38346,51';'21000';'';'';'984';'3509,20';'';'1987';'1064';'';'';'9802,31';'38346,51';'7200,00';'';'12525';'X';'';'2500';'';'';'100';'X';'';'6621,51';'';'';'9400';'';'';'';'Vaalirahailmoitusta korjattu: Yksityishenkilöiden antama tuki sisältää myös yhden teatteriesityksen ja konsertin yksityishenkilöiden ostamat liput. Niihin liittyvät kulut sisältyvät kohtaan muut kulut. '
'0050';'Hanna';'Laine';'lähihoitaja';'Pirkanmaan vaalipiiri';'SDP';'12.6.2019';'';'';'15209,63';'6003,98';'4628,71';'';'1063,67';'';'1140,80';'1698,33';'';'674,14';'';'';'15210';'240';'';'550';'X';'';'';'';'';'';'';'';'6270';'';'';'8150';'X';'';'';''
'0054';'Sanna';'Marin';'kansanedustaja, HM';'Pirkanmaan vaalipiiri';'SDP';'16.6.2019';'';'Kestävämpi maailma ry';'23309,02';'10488,4';'';'5500,78';'530,41';'';'4167,5';'632,4';'';'';'';'1989,53';'23309,02';'2463,24';'';'1795,00';'X';'';'';'';'';'5500,78';'';'';'5750';'';'';'7800';'';'';'';''
'0055';'Ilmari';'Nurminen';'kansanedustaja';'Pirkanmaan vaalipiiri';'SDP';'14.5.2019';'14.10.2019';'Oikeudenmukainen Pirkanmaa ry';'31102';'10822';'372';'';'1730';'';'8250';'3900';'4438';'1250';'';'340';'32480';'7700';'';'620';'X';'';'500';'X';'';'';'';'';'3300';'';'';'20360';'';'';'';'20 860e saadut tulot sisältävät:9100e seminaarien kautta kerättyä tuloa (vaalikauden aikana) ja loput ovat suoria lahjoituksia eduskuntavaaleja varten. Tämän lisäksi olen käyttänyt ennen joulua noin 1200e omaa rahaa lähettääkseni joulukortteja äänestäjilleni ja tukijoilleniTämän lisäksi Sastamalan Sosialidemokraatit ovat käyttäneet vaaleihin rahaa mm. tilaisuuksien järjestämiseen ja vaalielhteen. Sastamalan SDP on kuitenkin itsenäinen yhdistys ja tekee omat ilmoitukset ja erittelyt vaaleihin käyttämistään rahoista. '
'0060';'Pia';'Viitanen';'kansanedustaja';'Pirkanmaan vaalipiiri';'SDP';'16.6.2019';'11.9.2019';'Pirkanpi ry';'46813';'13083';'1364';'17133';'661';'0';'5631';'3072';'2025';'918';'0';'2926';'46813';'30228';'3000';'3435';'X';'Pirkanpi ry kerää varoja koko vaalikauden ajan erilaisilla myynneillä (esim. teatteriliput)';'200';'X';'';'0';'';'';'5750';'';'';'4200';'';'';'0';''
'0137';'Sari';'Tanus';'kansanedustaja, erikoislääkäri';'Pirkanmaan vaalipiiri';'KD';'15.6.2019';'28.10.2019';'';'55280,69';'32117,26';'1095,00';'12306,80';'2250,00';'0';'4403,86';'1904,20';'0';'1203,57';'0';'0';'55280,69';'51900,69';'';'';'X';'';'';'';'';'';'';'';'3380,00';'';'';'';'';'';'2880,00';''
'0138';'Kauko';'Turunen';'yrittäjä, maalarimestari';'Pirkanmaan vaalipiiri';'KD';'17.6.2019';'';'';'112392,53';'48665,52';'3075,80';'9284,33';'';'';'12009,51';'8124,89';'2132,80';'29099,68';'';'';'112392,53';'107962,53';'0';'950';'X';'';'3480';'X';'';'0';'X';'';'0';'';'';'0';'';'';'';''
'0140';'Pertti';'Hakanen';'varakansanedustaja, maatalousyrittäjä';'Pirkanmaan vaalipiiri';'KESK';'17.6.2019';'8.9.2019';'';'46894,81';'12166,71';'153,63';'11317,49';'340';'';'6342,32';'5754,07';'1091,20';'2312,87';'1074,26';'6342,26';'49018,89';'7004,98';'';'16647,25';'X';'';'17590,00';'';'';'';'';'';'1810,00';'X';'';'5966,66';'';'Maakunnan tukiPylväs ry:n suoritus on kokonaan eri tukijoilta välitettyä tukea eikä sisällä yhtään vähintään 1500 euron tukisuoritusta yksittäiseltä tukijalta.';'1886,66';''
'0149';'Jouni';'Ovaska';'luokanopettaja, kasvatustieteen maisteri';'Pirkanmaan vaalipiiri';'KESK';'16.6.2019';'';'Huomisen rakentajat ry.';'25751,13';'4529,55';'';'11617,46';'655,74';'';'3828';'991,44';'55,47';'610,34';'2326,5';'1136,63';'26917';'4080';'';'10657';'X';'';'2990';'';'';'1400';'X';'';'2800';'';'';'4990';'';'';'145';''
'0151';'Arto';'Pirttilahti';'kansanedustaja, agrologi';'Pirkanmaan vaalipiiri';'KESK';'14.6.2019';'24.9.2019';'Suomen Pirkanmaa ry';'40024';'10099';'';'';'5084';'169';'7090';'15132';'536';'1897';'';'17';'40024';'3177';'20000';'400';'X';'';'10788';'';'';'0';'';'';'0';'X';'';'5659';'';'2.7 a Yhteisseminaarin osuus kulujen jälkeen. Seminaarin osallistujien maksut eivät ylittäneet 1499 euroa/ osallistuja.';'';''
'0179';'Anna';'Kontula';'kansanedustaja';'Pirkanmaan vaalipiiri';'VAS';'12.5.2019';'20.5.2019';'';'15979,94';'8550,67';'0';'0';'1096,31';'0';'5030,84';'432,58';'757,04';'62,50';'0';'50';'15979,94';'9299,56';'0';'4230,38';'';'';'0';'X';'';'300';'X';'';'500';'X';'';'1650';'X';'';'0';''
'0186';'Anne';'Nyman';'myyjä';'Pirkanmaan vaalipiiri';'VAS';'9.7.2019';'';'Anne Nymanin tukiryhmä';'16572,39';'9301,77';'0';'0';'0';'2235,01';'2604';'750,4';'0';'1627,76';'0';'53,45';'16572,39';'1212,54';'0';'1590';'X';'';'0';'';'';'0';'';'';'3500';'';'';'10269,85';'';'';'0';''
'0198';'Satu';'Hassi';'tekniikan lisensiaatti, kansanedustaja';'Pirkanmaan vaalipiiri';'VIHR';'16.6.2019';'';'';'26260,86';'16875,83';'0';'0';'341,9';'0';'1655,33';'520,8';'5952';'285';'0';'630';'26260,86';'24883,31';'';'877,55';'X';'';'';'X';'';'';'X';'';'';'X';'';'500';'X';'Lahjoituksiin sisältyy 500 euroa ammattiliitoltani (Tekniikan akateemiset) saatua tukea. ';'';''
'0209';'Iiris';'Suomela';'yhteiskuntatieteiden opiskelija';'Pirkanmaan vaalipiiri';'VIHR';'17.6.2019';'';'';'27186';'1500,00';'0';'0';'10800';'0';'11000,00';'1800,00';'1736,00';'350';'0';'0';'27186';'11231';'0';'12955';'';'Vihreät ehdokkaat ovat sitoutuneet julkaisemaan kaikki yli tuhannen euron lahjoitukset. Yksityishenkilöiltä saatu tuki koostuu yli 170 yksittäisen ihmisen lahjoituksista, joiden suuruusluokka vaihtelee 10 eurosta 2500 euroon.';'1000';'X';'Vihreät ehdokkaat ovat sitoutuneet julkaisemaan kaikki yli tuhannen euron lahjoitukset.';'2000';'';'Vihreä Liitto rp:n tuki eurovaaliehdokkaalle oli 4000 euroa, josta 2000 euroa käytettiin sovitusti eduskuntavaalikampanjan aikana,';'0';'X';'';'0';'X';'';'0';''
'0213';'Oras';'Tynkkynen';'vanhempi neuvonantaja, yrittäjä';'Pirkanmaan vaalipiiri';'VIHR';'17.6.2019';'1.8.2019';'';'32985,24';'15075,94';'';'';'5315,09';'';'6694,00';'2565,08';'2056,00';'';'';'1279,13';'32985,24';'23291,16';'';'9694,08';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0022';'Hanna';'Holopainen';'diplomi-insinööri, toiminnanjohtaja';'Kaakkois-Suomen vaalipiiri';'VIHR';'15.6.2019';'';'';'23860,75';'8396,36';'';'';'5599,37';'';'2550,68';'2466,25';'1708,24';'2080,17';'';'1059,68';'23860,75';'21666,00';'';'1694,75';'X';'';'';'X';'';'';'X';'';'';'X';'';'500';'X';'500 euroa tukea saatu ammattiyhdistykseltä; Tekniikan Akateemiset';'';''
'0027';'Heli';'Järvinen';'kansanedustaja, toimittaja';'Kaakkois-Suomen vaalipiiri';'VIHR';'18.4.2019';'29.4.2019';'';'13213,89';'6005,88';'3090,66';'';'';'';'';'2085,20';'186';'1213,37';'';'632,78';'13269,80';'9000';'';'222,80';'X';'';'';'X';'';'';'';'';'1647';'';'';'2400';'X';'';'';''
'0031';'Veli';'Liikanen';'nuorisotutkija, biologi';'Kaakkois-Suomen vaalipiiri';'VIHR';'17.6.2019';'';'';'32811,79';'5882,58';'3832,00';'';'6804,25';'';'3872,52';'4757,76';'5183,01';'1586,20';'';'893,47';'32811,79';'23433,94';'';'8177,85';'';'Ei muita vähintään 1000 euroa lahjoittaneita.';'800';'X';'';'';'X';'';'400';'X';'';'';'X';'';'';''
