,Ehdokasnumero,Etunimet,Sukunimi,Arvo/ammatti/tehtava,municipality,party,Ehdokkaan mahdollisen tukiryhman nimi,total_expenses,sl_newspapers_periodicals,sl_radio,sl_television,sl_information_networks,sl_other_media,sl_outdoor_advertising,sl_printed_material_procurement,sl_advertising_planning,sl_rallies,sl_fundraising,sl_other,total_raised,tf_self_funding,tf_loans,tf_private_individuals,"2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta (""x"")",2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti,tf_companies,"2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta (""x"")",2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti,tf_party,"2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta (""x"")",2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti,tf_party_associations,"2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta (""x"")",2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti,tf_others,"2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta (""x"")",2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti,2.8 Rahoitus sisaltaa valitettya tukea yhteensa,E. vapaaehtoinen erittely,LR_cand-id,Election type,Electoral district / county number,Municipality number,Area type,Voting area identifier,Abbreviation for an electoral district / a county in Finnish,Abbreviation for an electoral district / a county in Swedish,Permanent party identifier,Standard party number,List order number,Electoral alliance number,Abbreviated name of a political party/group in Finnish,Abbreviated name of a political party/group in Swedish,Abbreviated name of a political party/group in English,Candidate number,Name of a municipality/electoral district/voting area in Finnish,Name of a municipality/electoral district/voting area in Swedish,A person’s first name,A person’s last name,Gender,age,Profession,Code for place of residence,The name of a place of residence in Finnish,The name of a place of residence in Swedish,Candidate’s language,Member of the European Parliament,Member of Parliament,Municipal councillor,County councillor,Abbreviated name of the first comparison election,Number of votes in the first comparison election,Number of votes cast in advance,Number of votes cast on election day,Total number of votes,Percentage (%) of votes cast in advance,Percentage (%) of votes on election day,vote_prct,Elected information,Comparative index,Position,Final position,Calculation status,Calculation phase,Latest update,year,Saapumispaiva,Muokkauspaiva,LR_incumbency,own_fund_prct,full_name,total_raised_per_1k,num_candidates_in_municipality,normalized_vote_prct,incumbency_County,incumbency_European Parliament,incumbency_Municipal,incumbency_None,incumbency_Parliament
753,117,Sari,Essayah,"kansanedustaja, KTM",Savo-Karjalan vaalipiiri,KD,,32925.04,14065.03,4158.96,150.0,36.16,,10411.05,2783.35,1276.37,44.12,,,32925.04,29827.84,,2750.0,X,,,,,,,,347.2,X,,,,,,,117-Savo-Karjalan vaalipiiri-V-2019,E   ,9,***,V,****,SKA,SKA,9,8,11,11,KD    ,KD    ,CD    ,117,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Sari                                              ,Essayah                                           ,2,52,"kansanedustaja, KTM                                                                                                                                                                                     ",402,Lapinlahti                              ,Lapinlahti                              ,FI, ,1,1, ,EKV-2015  ,0011186,7332,5065,12397,60,51,5.6,1,17389000,9,9,V,T,20190418161322,2019,15.6.2019,,European Parliament,0.9059317771519791,Sari Essayah,32.92504,165,1.8780487804878045,False,True,False,False,False
754,122,Kikkis,Mikkola,"päiväkodin johtaja, muusikko",Savo-Karjalan vaalipiiri,KD,,7730.0,737.0,960.0,0.0,1700.0,118.0,2800.0,1385.0,0.0,30.0,0.0,0.0,7730.0,5480.0,0.0,300.0,X,,1700.0,X,,0.0,X,,250.0,X,,0.0,X,,0,,122-Savo-Karjalan vaalipiiri-V-2019,E   ,9,***,V,****,SKA,SKA,9,8,11,11,KD    ,KD    ,CD    ,122,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Kikkis                                            ,Mikkola                                           ,2,45,"päiväkodin johtaja, muusikko                                                                                                                                                                            ",167,Joensuu                                 ,Joensuu                                 ,FI, , ,1, ,EKV-2015  ,0000000,599,601,1200,5,6,0.5,2,8694500,21,21,V,T,20190418161322,2019,27.4.2019,,Municipal,0.7089262613195343,Kikkis Mikkola,7.73,165,0.1676829268292683,False,False,True,False,False
755,7,Päivi,Karppi,"kätilö, terveydenhoitaja",Vaasan vaalipiiri,PS,Päivi Karppi tukiryhmä,4596.0,,,,288.0,,601.0,888.0,,2800.0,,19.0,4596.0,1636.0,,1460.0,X,,,X,,1500.0,,,,X,,,X,,,"Tämä on jo toinen kerta, kun lähetetään vaalirahailmoitus. Ensimmäinen kerta näköjään katosi :(",7-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,23,2,2,2,PS    ,SAF   ,FINNS ,7,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Päivi                                             ,Karppi                                            ,2,37,"kätilö, terveydenhoitaja                                                                                                                                                                                ",905,Vaasa                                   ,Vasa                                    ,FI, , ,1, ,EKV-2015  ,0000000,997,1436,2433,8,11,1.0,2,10710750,18,18,V,T,20190418160530,2019,17.6.2019,,Municipal,0.35596170583115755,Päivi Karppi,4.596,168,0.34146341463414637,False,False,True,False,False
756,14,Juha,Mäenpää,"koneinsinööri, ammatillinen erityisopettaja",Vaasan vaalipiiri,PS,Maakunnan ääni ry,15209.56,6714.31,0.0,0.0,0.0,0.0,2845.79,1785.26,0.0,174.2,0.0,3690.0,17029.79,0.0,0.0,8029.79,X,,4600.0,X,,,X,,4400.0,,,0.0,,,0,Ilmoitusta jätettäessä on laittamatta kiitosilmoitus/kiitosilmoitukset lehtiin. ,14-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,23,2,2,2,PS    ,SAF   ,FINNS ,14,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Juha                                              ,Mäenpää                                           ,1,47,"koneinsinööri, ammatillinen erityisopettaja                                                                                                                                                             ",145,Ilmajoki                                ,Ilmajoki                                ,FI, , , , ,EKV-2015  ,0003343,3181,3734,6915,26,29,2.8,1,21421500,8,8,V,T,20190418160530,2019,4.5.2019,,None,0.0,Juha Mäenpää,17.029790000000002,168,0.9560975609756097,False,False,False,True,False
757,15,Jukka,Mäkynen,rakennusmies,Vaasan vaalipiiri,PS,MÄKYNEN JUKKA TUKIRYHMÄ,11236.96,2108.67,,3650.41,498.8,,,3757.2,,1038.05,,183.83,11622.4,200.0,,462.4,X,,9160.0,X,,,X,,1500.0,,,300.0,X,,,"B. Vaalikampanjan kulujen ja rahoituksen yhteenveto2. Vaalikampanjan rahoitus yhteensä 11662,40 eur2.7 Rahoitus sisältää muilta tahoilta saatua tukea yhteensä (Teollisuusliitto) 300 eurC. Vaalikampanjan kulujen erittely1. Vaalikampanjan kulut yhteensä (kulut eriteltävä alla olevaan taulukkoon)Tietoverkot 148,80 + 350,00 eurVaalitilaisuudet 1038,05 eur Muut kulut 183,83 eur {VAALITILAISUUDET 1221,88",15-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,23,2,2,2,PS    ,SAF   ,FINNS ,15,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Jukka                                             ,Mäkynen                                           ,1,57,rakennusmies                                                                                                                                                                                            ,905,Vaasa                                   ,Vasa                                    ,FI, , ,1, ,EKV-2015  ,0002510,1577,2287,3864,13,18,1.5,1,14281000,14,14,V,T,20190418160530,2019,17.6.2019,18.6.2019,Municipal,0.017208149779735685,Jukka Mäkynen,11.622399999999999,168,0.5121951219512195,False,False,True,False,False
758,17,Mauri,Peltokangas,Kansanedustaja,Vaasan vaalipiiri,PS,Mauri Peltokankaan tukiyhdistys,12135.72,798.37,1209.0,0.0,130.8,4.32,3100.9,2620.12,0.0,3131.74,0.0,1140.47,12135.72,4570.72,0.0,4385.0,X,,3080.0,,,0.0,,,100.0,,,0.0,,,0,,17-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,23,2,2,2,PS    ,SAF   ,FINNS ,17,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Mauri                                             ,Peltokangas                                       ,1,53,yrittäjä                                                                                                                                                                                                ,236,Kaustinen                               ,Kaustby                                 ,FI, , ,1, ,EKV-2015  ,0000000,5048,8066,13114,41,62,5.2,1,42843000,3,3,V,T,20190418160530,2019,17.6.2019,,Municipal,0.3766336072354999,Mauri Peltokangas,12.13572,168,1.775609756097561,False,False,True,False,False
759,44,Anna-Maja,Henriksson,"riksdagsledamot, VH kansanedustaja, varatuomari",Vaasan vaalipiiri,Other,,56656.99,13786.69,,,1851.66,,10201.66,25130.74,3819.2,1842.14,,24.9,56656.99,,,1300.0,X,,4550.0,X,,29316.99,,,13000.0,,,8490.0,,,,,44-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,5,7,8,6,RKP   ,SFP   ,SPP   ,44,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Anna-Maja                                         ,Henriksson                                        ,2,55,"riksdagsledamot, VH  kansanedustaja, varatuomari                                                                                                                                                        ",598,Pietarsaari                             ,Jakobstad                               ,SV, ,1,1, ,EKV-2015  ,0010673,5780,8765,14545,47,68,5.8,1,52880000,1,1,V,T,20190418160530,2019,17.6.2019,,European Parliament,,Anna-Maja Henriksson,56.65699,168,1.9804878048780488,False,True,False,False,False
760,50,Anders,Norrback,"företagare, yrittäjä",Vaasan vaalipiiri,Other,Ett Framgångsrikt Österbotten r.f,44795.67,7534.09,,,2019.12,,1327.0,26080.13,2670.34,5009.07,,155.92,49043.53,1100.0,,13123.02,X,,17692.56,X,,,,,4340.0,,,12787.95,,,"414,62",Valbidrag om 1490 Eur har erhållits av Svenska Lantbruksproducenternas Centralförbund SLC,50-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,5,7,8,6,RKP   ,SFP   ,SPP   ,50,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Anders                                            ,Norrback                                          ,1,55,"företagare, yrittäjä                                                                                                                                                                                    ",545,Närpiö                                  ,Närpes                                  ,SV, , ,1, ,EKV-2015  ,0000000,2101,3781,5882,17,29,2.3,1,13220000,15,15,V,T,20190418160530,2019,16.6.2019,20.9.2019,Municipal,0.022429054352327414,Anders Norrback,49.04353,168,0.7853658536585365,False,False,True,False,False
761,51,Mikko,Ollikainen,"kommundirektör, kunnanjohtaja",Vaasan vaalipiiri,Other,Enat Österbotten r.f.,34701.79,8944.12,,110.0,978.76,,2877.43,17326.76,,4464.72,,,34701.79,7281.79,0.0,5460.0,X,,5570.0,X,,1990.0,,,8460.0,,,5940.0,X,,"0,00",,51-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,5,7,8,6,RKP   ,SFP   ,SPP   ,51,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Mikko                                             ,Ollikainen                                        ,1,41,kommundirektör kunnanjohtaja                                                                                                                                                                            ,475,Maalahti                                ,Malax                                   ,SV, , , , ,EKV-2015  ,0004788,2305,5450,7755,19,42,3.1,1,17626667,9,9,V,T,20190418160530,2019,6.6.2019,,None,0.20983903135832474,Mikko Ollikainen,34.70179,168,1.0585365853658537,False,False,False,True,False
762,53,Niclas,Sjöskog,"jordbrukare, maanviljelijä",Vaasan vaalipiiri,Other,Landsbygdens väl r.f.,30473.0,12852.0,0.0,0.0,3251.0,0.0,3481.0,8154.0,248.0,2448.0,0.0,39.0,30473.0,4351.0,0.0,790.0,X,,6900.0,X,,0.0,X,,1200.0,X,,17232.0,,,0,,53-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,5,7,8,6,RKP   ,SFP   ,SPP   ,53,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Niclas                                            ,Sjöskog                                           ,1,47,"jordbrukare, maanviljelijä                                                                                                                                                                              ",599,Pedersören kunta                        ,Pedersöre                               ,SV, , ,1, ,EKV-2015  ,0000000,815,3084,3899,7,24,1.6,2,10576000,19,19,V,T,20190418160530,2019,16.6.2019,,Municipal,0.1427821350047583,Niclas Sjöskog,30.473,168,0.5463414634146342,False,False,True,False,False
763,57,Joakim,Strand,"riksdagsledamot, stadsfullmäktigeordförande, kansanedustaja, kaupunginvaltuuston puh.joht.",Vaasan vaalipiiri,Other,,66165.38,19168.84,744.0,6750.03,3000.0,1240.0,10399.43,13552.3,7892.6,3418.18,,,66165.38,13655.38,,15682.0,X,,12388.0,X,,6000.0,,,8790.0,,,9650.0,,,,,57-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,5,7,8,6,RKP   ,SFP   ,SPP   ,57,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Joakim                                            ,Strand                                            ,1,36,"riksdagsledamot, stadsfullmäktigeordförande, kansanedustaja, kaupunginvaltuuston puh.joht.                                                                                                              ",905,Vaasa                                   ,Vasa                                    ,SV, ,1,1, ,EKV-2015  ,0010374,4157,6439,10596,34,50,4.2,1,26440000,6,6,V,T,20190418160530,2019,17.6.2019,,European Parliament,0.20638255232570263,Joakim Strand,66.16538,168,1.4341463414634146,False,True,False,False,False
764,79,Susanna,Koski,"kansanedustaja, HTM",Vaasan vaalipiiri,KOK,Pro Pohjanmaa Ry.,69899.82,22631.61,,6595.82,7226.75,2542.0,9140.92,10371.09,5409.16,5037.82,,944.65,70087.3,37600.0,0.0,12500.0,X,,17487.3,X,,0.0,,,800.0,X,,1700.0,X,,"00,00","Ilmoittajan tietoihin muutos vahvistetun vaalituloksen jälkeen, varakansanedustaja. ",79-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,4,3,10,8,KOK   ,SAML  ,NCP   ,79,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Susanna                                           ,Koski                                             ,2,34,"kansanedustaja, HTM                                                                                                                                                                                     ",905,Vaasa                                   ,Vasa                                    ,FI, ,1,1, ,EKV-2015  ,0003102,1496,1225,2721,12,9,1.1,2,9843333,22,22,V,T,20190418160530,2019,17.6.2019,22.10.2019,European Parliament,0.5364737976780386,Susanna Koski,70.0873,168,0.375609756097561,False,True,False,False,False
765,88,Paula,Risikko,"kansanedustaja, terveystieteiden tohtori",Vaasan vaalipiiri,KOK,Pohjanmaan Terveys ja Hyvinvointi ry,60723.52,26628.91,1400.0,8538.21,,,10845.09,5806.41,5084.0,248.36,,2172.54,60723.52,19723.62,,13360.0,,,21939.9,X,,,,,3750.0,,,1950.0,,,,,88-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,4,3,10,8,KOK   ,SAML  ,NCP   ,88,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Paula                                             ,Risikko                                           ,2,58,"eduskunnan puhemies, terveystieteiden tohtori                                                                                                                                                           ",743,Seinäjoki                               ,Seinäjoki                               ,FI, ,1,1, ,EKV-2015  ,0009812,6616,3275,9891,54,25,3.9,1,29530000,5,5,V,T,20190418160530,2019,17.6.2019,14.10.2019,European Parliament,0.32481022180532354,Paula Risikko,60.72351999999999,168,1.3317073170731706,False,True,False,False,False
766,89,Janne,Sankelo,"sidosryhmäjohtaja, kasvatustieteiden maisteri",Vaasan vaalipiiri,KOK,Eteenpäin Pohjanmaa,71300.03,16242.37,,11685.38,,1000.0,1225.12,35856.18,3489.23,1801.75,,,71300.03,12907.03,,8490.0,X,,41169.0,,,,,,3050.0,,,5684.0,X,,,,89-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,4,3,10,8,KOK   ,SAML  ,NCP   ,89,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Janne                                             ,Sankelo                                           ,1,52,"sidosryhmäjohtaja, kasvatustieteiden maisteri                                                                                                                                                           ",233,Kauhava                                 ,Kauhava                                 ,FI, , ,1, ,EKV-2015  ,0003086,1725,1205,2930,14,9,1.2,1,14765000,13,13,V,T,20190418160530,2019,5.6.2019,16.9.2019,Municipal,0.1810241875073545,Janne Sankelo,71.30002999999999,168,0.4097560975609756,False,False,True,False,False
767,105,Pasi,Kivisaari,"rehtori, KM",Vaasan vaalipiiri,KESK,Pohjalaisten Puolesta ry,66910.0,22948.89,1475.71,496.0,,2662.28,1100.0,11786.82,21790.52,2141.43,,2508.35,66910.0,,8900.0,19867.0,X,,29090.0,,,,X,,9053.0,,,,X,,,,105-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,2,1,12,10,KESK  ,CENT  ,CENT  ,105,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Pasi                                              ,Kivisaari                                         ,1,47,"rehtori, KM                                                                                                                                                                                             ",743,Seinäjoki                               ,Seinäjoki                               ,FI, , ,1, ,EKV-2015  ,0005158,4069,2525,6594,33,20,2.6,1,50053000,2,2,V,T,20190418160530,2019,9.6.2019,,Municipal,,Pasi Kivisaari,66.91,168,0.8878048780487805,False,False,True,False,False
768,106,Antti,Kurvinen,"kansanedustaja, lakimies",Vaasan vaalipiiri,KESK,Lakeudelta eduskuntaan ry,86729.39,25817.62,1874.46,8322.6,2703.2,11795.84,11545.78,8022.8,3394.5,2567.92,4314.25,6370.42,91603.76,0.0,0.0,21248.0,X,,36960.0,X,,0.0,X,,27845.76,,,5550.0,X,,"0,00",,106-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,2,1,12,10,KESK  ,CENT  ,CENT  ,106,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Antti                                             ,Kurvinen                                          ,1,32,"kansanedustaja, lakimies                                                                                                                                                                                ",233,Kauhava                                 ,Kauhava                                 ,FI, ,1,1, ,EKV-2015  ,0005838,3350,2109,5459,28,16,2.2,1,12513250,16,16,V,T,20190418160530,2019,17.6.2019,,European Parliament,0.0,Antti Kurvinen,91.60376,168,0.751219512195122,False,True,False,False,False
769,110,Mika,Lintilä,"kansanedustaja, elinkeinoministeri",Vaasan vaalipiiri,KESK,,58278.22,28678.96,,7683.0,3153.51,,3035.8,2994.65,6200.0,1362.71,5113.79,55.8,59680.48,10000.0,,14202.0,X,,16478.48,X,,,X,,4050.0,X,,14950.0,X,,,,110-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,2,1,12,10,KESK  ,CENT  ,CENT  ,110,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Mika                                              ,Lintilä                                           ,1,52,"kansanedustaja, elinkeinoministeri                                                                                                                                                                      ",849,Toholampi                               ,Toholampi                               ,FI, ,1, , ,EKV-2015  ,0005243,3280,2725,6005,27,21,2.4,1,25026500,7,7,V,T,20190418160530,2019,9.6.2019,16.10.2019,European Parliament,0.1675589740565089,Mika Lintilä,59.68048,168,0.8195121951219512,False,True,False,False,False
770,114,Tuomo,Puumala,"kansanedustaja, YTM",Vaasan vaalipiiri,KESK,Tulevaisuuden rakentajat ry.,48787.43,20813.7,0.0,6498.59,0.0,610.0,6102.42,2518.14,1686.0,3649.6,3138.0,3770.98,48830.0,2700.0,0.0,16480.0,X,,18350.0,,Kokkolan Halpa-Halli Oy luovutti arpajaispalkintoja vaalikampanjan tavara-arpajaisiin 2000 euron arvosta.,700.0,X,"Tukiyhdistys myi seminaarilippuja Suomen Keskusta rp:n järjestämään varainkeruuseminaariin, joista tukiyhdistys sai 700 euron myyntiprovisiot, ",8900.0,,,1700.0,X,,0,Merkittävin osa yksityishenkilöiltä saadusta tuesta kerättiin järjestämällä valtakunnalliset tavara-arpajaiset. 5 euron hintaisia arpoja myytiin 2576 kappaletta. Arpajaisista kertyneet varat käytettiin täysimääräisesti eduskuntavaalikampanjan kuluihin. ,114-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,2,1,12,10,KESK  ,CENT  ,CENT  ,114,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Tuomo                                             ,Puumala                                           ,1,37,"kansanedustaja, YTM                                                                                                                                                                                     ",272,Kokkola                                 ,Karleby                                 ,FI, ,1,1, ,EKV-2015  ,0007762,2492,2586,5078,20,20,2.0,2,10010600,21,21,V,T,20190418160530,2019,12.6.2019,13.6.2019,European Parliament,0.05529387671513414,Tuomo Puumala,48.83,168,0.6829268292682927,False,True,False,False,False
771,117,Mikko,Savola,"kansanedustaja, maatalousyrittäjä",Vaasan vaalipiiri,KESK,Turvallinen kotiseutu ry,65635.0,29599.0,1900.0,10031.0,3671.0,,1281.0,6577.0,3658.0,2074.0,3435.0,3409.0,65635.0,5553.0,,17715.0,,,22528.0,X,,,X,,18889.0,,"Puolueyhdistysten tuki lisäksi Ähtärin Keskustan Ouluveden, Kuortaneen Mäyryn Keskustan sekä Soinin Keskustan paikallisyhdistyksiltä, Yhteensä 2500€,",950.0,X,,,,117-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,2,1,12,10,KESK  ,CENT  ,CENT  ,117,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Mikko                                             ,Savola                                            ,1,37,"kansanedustaja, maatalousyrittäjä                                                                                                                                                                       ",989,Ähtäri                                  ,Etseri                                  ,FI, ,1,1, ,EKV-2015  ,0008476,3687,2026,5713,30,16,2.3,1,16684333,12,12,V,T,20190418160530,2019,14.6.2019,,European Parliament,0.08460425078083339,Mikko Savola,65.635,168,0.7853658536585365,False,True,False,False,False
772,129,Aki,Ruotsala,"elinkeinovastaava, ekonomi",Vaasan vaalipiiri,KD,,30547.0,6659.0,1738.0,,544.0,,2239.0,18659.0,,507.0,,201.0,30554.0,1046.0,,,X,,,,,,X,,29508.0,,,,X,,28008,,129-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,9,8,13,11,KD    ,KD    ,CD    ,129,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Aki                                               ,Ruotsala                                          ,1,34,"elinkeinovastaava, ekonomi                                                                                                                                                                              ",743,Seinäjoki                               ,Seinäjoki                               ,FI, , , , ,EKV-2015  ,0000000,2376,1991,4367,20,15,1.7,2,8370500,26,26,V,T,20190418160530,2019,7.6.2019,9.9.2019,None,0.03423447011847876,Aki Ruotsala,30.554,168,0.5804878048780487,False,False,False,True,False
773,133,Peter,Östman,kansanedustaja riksdagsledamot,Vaasan vaalipiiri,KD,,70320.36,30025.96,1239.0,959.99,3398.0,,14098.27,18318.52,,1118.91,,1161.71,70320.36,20613.36,,,,Donationer av sammanlagt 8 privatpersoner,,,"Deltagaravgifter för företagarseminarium, sammanlagt 51 företag",,,,,,,49707.0,,,49707,Tuet on saatu ehdokkaan tukiyhdistyksen; Mera Företagare rf. kautta. Siihen on sisältynyt yritystukea yhteensä 37017 euroa (51 yritykseltä).Puoluetukea ja puolueyhdistyksilyä saatu tuki on 5800 euroa. Muilta tahoilta on saatu tulea 4390 euroa,133-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,9,8,13,11,KD    ,KD    ,CD    ,133,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Peter                                             ,Östman                                            ,1,57,kansanedustaja riksdagsledamot                                                                                                                                                                          ,440,Luoto                                   ,Larsmo                                  ,SV, ,1,1, ,EKV-2015  ,0006577,1952,4426,6378,16,34,2.5,1,16741000,11,11,V,T,20190418160530,2019,9.6.2019,5.9.2019,European Parliament,0.2931350180801122,Peter Östman,70.32036,168,0.8536585365853658,False,True,False,False,False
774,135,Kim,Berg,"röntgenhoitaja, pääluottamusmies",Vaasan vaalipiiri,SDP,Samat arvot tukiryhmä ry,19855.0,8416.0,,,1774.0,,2576.0,1728.0,2480.0,615.0,,2266.0,19855.0,6755.0,,6000.0,,,,X,,,X,,4000.0,,,3100.0,,,,,135-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,1,4,15,13,SDP   ,SDP   ,SDP   ,135,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Kim                                               ,Berg                                              ,1,44,"röntgenhoitaja, pääluottamusmies                                                                                                                                                                        ",905,Vaasa                                   ,Vasa                                    ,FI, , ,1, ,EKV-2015  ,0001947,3133,3601,6734,26,28,2.7,1,16804000,10,10,V,T,20190418160530,2019,10.6.2019,,Municipal,0.3402165701334676,Kim Berg,19.855,168,0.9219512195121952,False,False,True,False,False
775,145,Matias,Mäkynen,"analyytikko, analytiker",Vaasan vaalipiiri,SDP,Pohjalaisten parhaaksi ry.,31331.41,5539.42,,3550.34,4000.0,,8856.25,7022.42,,2302.98,,60.0,31331.41,4000.0,,6531.41,X,,2500.0,,,,X,,4200.0,,,14100.0,,,,,145-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,1,4,15,13,SDP   ,SDP   ,SDP   ,145,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Matias                                            ,Mäkynen                                           ,1,28,"analyytikko, analytiker                                                                                                                                                                                 ",905,Vaasa                                   ,Vasa                                    ,FI, , ,1, ,EKV-2015  ,0002724,1835,1741,3576,15,13,1.4,2,11202667,17,17,V,T,20190418160530,2019,31.5.2019,,Municipal,0.12766741107406274,Matias Mäkynen,31.331409999999998,168,0.47804878048780486,False,False,True,False,False
776,148,Jutta,Urpilainen,"kansanedustaja, opettaja",Vaasan vaalipiiri,SDP,Tulevaisuuden Suunta ry,54899.9,33855.91,,6942.6,330.0,,1230.16,2881.26,3741.7,1936.37,2403.5,1578.4,54899.9,14822.24,,3050.0,X,,9900.0,,,300.0,X,Demarinaisten ilmoitustuki (300 €),2227.66,X,,24600.0,X,,,,148-Vaasan vaalipiiri-V-2019,E   ,10,***,V,****,VAA,VAS,1,4,15,13,SDP   ,SDP   ,SDP   ,148,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Jutta                                             ,Urpilainen                                        ,2,43,"kansanedustaja, opettaja                                                                                                                                                                                ",272,Kokkola                                 ,Karleby                                 ,FI, ,1,1, ,EKV-2015  ,0011627,6084,4926,11010,50,38,4.4,1,33608000,4,4,V,T,20190418160530,2019,14.6.2019,,European Parliament,0.2699866484274106,Jutta Urpilainen,54.8999,168,1.502439024390244,False,True,False,False,False
777,7,Juho,Kautto,"puutarhuri, Vasemmistoliiton 2. varapuheenjohtaja",Keski-Suomen vaalipiiri,VAS,,18977.9,15426.21,,,700.0,,,2339.4,,489.09,,23.2,18977.9,911.15,,884.75,X,,636.0,X,,,X,,3200.0,,,13346.0,X,,,,7-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,15,6,1,1,VAS   ,VÄNST ,LEFT  ,7,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Juho                                              ,Kautto                                            ,1,47,"puutarhuri, Vasemmistoliiton 2. varapuheenjohtaja                                                                                                                                                       ",992,Äänekoski                               ,Äänekoski                               ,FI, , ,1, ,EKV-2015  ,0002368,2183,1683,3866,27,23,2.5,1,12681000,9,9,V,T,20190417144526,2019,16.6.2019,3.9.2019,Municipal,0.0480111076568008,Juho Kautto,18.9779,153,0.7774390243902439,False,False,True,False,False
778,14,Eila,Tiainen,"toimittaja, FM",Keski-Suomen vaalipiiri,VAS,,20450.0,4800.0,,,640.0,,,8300.0,5400.0,710.0,,600.0,20450.0,12900.0,,2400.0,X,,2500.0,,,,X,,250.0,X,,2400.0,X,,,,14-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,15,6,1,1,VAS   ,VÄNST ,LEFT  ,14,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Eila                                              ,Tiainen                                           ,2,73,"toimittaja, FM                                                                                                                                                                                          ",179,Jyväskylä                               ,Jyväskylä                               ,FI, , ,1, ,EKV-2015  ,0003488,1492,1047,2539,18,14,1.6,2,6340500,20,20,V,T,20190417144526,2019,17.6.2019,26.9.2019,Municipal,0.6308068459657702,Eila Tiainen,20.45,153,0.4975609756097561,False,False,True,False,False
